StopID_Route,WhiteAlone,BlackorAfricanAmericanAlone,AmericanIndianandAlaskaNativealone,AsianAlone,HawaiianPacificIslander,OtherRace,TwoPlusRaces,Owner occupied,Renter occupied,Age15to24,Age25to34,Age35to44,Age45to54,Age55to59,Age60to64,Age65to74,Age75to84,Age85andOver,tot_blk_area_sq_mi,areaPcBlockInStop
100-19,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-2,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-27,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-28,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-29,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-3,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-37,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-38,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-4,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-48,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-56,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-57,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-58,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-70,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-71,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
100-72,584.0198144188889,15.812408394983056,2.0745967984436735,125.5620367059821,0.920157157499146,7.45644086052417,18.32142610516602,1.9751338262357538,752.1917466152513,718.789760949828,23.339967804925852,1.1885574375829229,0.7918689320388348,3.6337315149975984,4.139754677795824,2.283239124318147,0.0,0.0,0.172724,18.08779117967066
