speed_limi,funct_clas,sidewalk,StopID,Route,len_mi
45,6,,7624,32,0.44141
45,6,,7892,33,0.44692
45,6,,9181,33,0.08109
45,6,,9234,33,0.10406
45,6,,9785,33,0.49076
40,6,,650,12,0.04466
40,6,,3564,11,0.28629
45,6,,650,12,0.07133
45,6,,3105,11,0.09544
45,6,,3550,11,0.07
45,6,,3564,11,0.19435
35,6,,650,12,0.01323
35,6,,3564,11,0.01323
35,6,,650,12,0.00927
35,6,,3564,11,0.00927
25,6,,203,11,0.20661
25,6,,203,13,0.20661
25,6,,410,13,0.20661
25,6,,619,13,0.18223
25,6,,828,13,0.15926
25,6,,3105,11,0.20661
25,6,,3500,16,0.04668
25,6,,3550,11,0.20661
25,6,,3787,11,0.10115
25,6,,3787,16,0.10115
25,6,,3811,11,0.08777
25,6,,4100,4,0.1443
25,6,,4100,5,0.1443
25,6,,4100,13,0.1443
25,6,,4100,16,0.1443
25,6,,4100,18,0.1443
25,6,,4100,40,0.1443
25,6,,4100,44,0.1443
25,6,,4100,48,0.1443
25,6,,4100,49,0.1443
25,6,,294,13,0.01024
25,6,,475,5,0.03403
25,6,,475,13,0.03403
25,6,,475,44,0.03403
25,6,,475,48,0.03403
25,6,,590,4,0.0048
25,6,,590,40,0.0048
25,6,,906,5,0.04769
25,6,,906,13,0.04769
25,6,,906,44,0.04769
25,6,,3207,16,0.03284
25,6,,3946,16,0.04284
25,6,,4100,4,0.25079
25,6,,4100,5,0.25079
25,6,,4100,13,0.25079
25,6,,4100,16,0.25079
25,6,,4100,18,0.25079
25,6,,4100,40,0.25079
25,6,,4100,44,0.25079
25,6,,4100,48,0.25079
25,6,,4100,49,0.25079
25,6,,173,4,0.33471
25,6,,173,18,0.33471
25,6,,173,40,0.33471
25,6,,475,5,0.03778
25,6,,475,13,0.03778
25,6,,475,44,0.03778
25,6,,475,48,0.03778
25,6,,590,4,0.33471
25,6,,590,40,0.33471
25,6,,906,5,0.05191
25,6,,906,13,0.05191
25,6,,906,44,0.05191
25,6,,121,4,0.06293
25,6,,121,18,0.06293
25,6,,121,40,0.06293
25,6,,353,4,0.19391
25,6,,353,18,0.19391
25,6,,353,40,0.19391
25,6,,353,49,0.19391
25,6,,782,4,0.02115
25,6,,782,40,0.02115
25,6,,816,40,0.17661
25,6,,816,47,0.17661
25,6,,816,49,0.17661
25,6,,816,75,0.17661
25,6,,4192,40,0.21242
25,6,,4192,47,0.21242
25,6,,4845,18,0.23734
25,6,,4845,40,0.23734
25,6,,4845,47,0.23734
30,6,,4085,19,0.20993
30,6,,4121,19,0.1957
30,6,,4122,19,0.28211
30,6,,4141,19,0.15544
30,6,,4263,18,0.14528
30,6,,4340,19,0.11053
30,6,,4354,18,0.16134
30,6,,4355,18,0.11032
30,6,,4368,18,0.1151
30,6,,4430,18,0.26868
30,6,,4456,18,0.09958
30,6,,4456,19,0.09958
30,6,,4494,18,0.09477
30,6,,4501,19,0.15688
30,6,,4560,18,0.03947
30,6,,4582,19,0.19394
30,6,,4685,18,0.07578
30,6,,4685,19,0.07578
30,6,,4688,18,0.23107
30,6,,4719,18,0.21751
30,6,,4751,18,0.11908
30,6,,4761,18,0.28932
30,6,,4830,19,0.01982
30,6,,4909,19,0.13962
30,6,,4916,19,0.28932
30,6,,4927,19,0.28932
30,6,,4929,19,0.00373
30,6,,4957,19,0.2726
30,6,,8241,50,0.09892
30,6,,8241,58,0.09892
30,6,,8274,50,0.1789
30,6,,8274,51,0.1789
30,6,,8418,18,0.20257
30,6,,8418,50,0.20257
30,6,,8418,51,0.20257
30,6,,8418,57,0.20257
30,6,,8605,18,0.20627
30,6,,8605,51,0.20627
30,6,,8605,56,0.20627
30,6,,8605,57,0.20627
30,6,,2383,50,0.11142
30,6,,2383,51,0.11142
30,6,,2383,56,0.11142
30,6,,2383,57,0.11142
30,6,,2383,58,0.11142
30,6,,2522,18,0.018
30,6,,2522,50,0.018
30,6,,2522,51,0.018
30,6,,2522,52,0.018
30,6,,2522,55,0.018
30,6,,2522,56,0.018
30,6,,2522,57,0.018
30,6,,2522,58,0.018
30,6,,8241,50,0.14496
30,6,,8241,58,0.14496
30,6,,8274,50,0.23069
30,6,,8274,51,0.23069
30,6,,8418,18,0.26369
30,6,,8418,50,0.26369
30,6,,8418,51,0.26369
30,6,,8418,57,0.26369
30,6,,8605,18,0.2592
30,6,,8605,51,0.2592
30,6,,8605,56,0.2592
30,6,,8605,57,0.2592
30,6,,2778,3,0.09828
30,6,,2801,3,0.16109
30,6,,2801,58,0.16109
30,6,,2946,58,0.12537
30,6,,2379,3,0.04598
30,6,,2383,50,0.19658
30,6,,2383,51,0.19658
30,6,,2383,56,0.19658
30,6,,2383,57,0.19658
30,6,,2383,58,0.19658
30,6,,2522,18,0.13027
30,6,,2522,50,0.13027
30,6,,2522,51,0.13027
30,6,,2522,52,0.13027
30,6,,2522,55,0.13027
30,6,,2522,56,0.13027
30,6,,2522,57,0.13027
30,6,,2522,58,0.13027
30,6,,2665,18,0.09526
30,6,,2665,50,0.09526
30,6,,2665,51,0.09526
30,6,,2665,52,0.09526
30,6,,2665,56,0.09526
30,6,,2665,57,0.09526
30,6,,8152,58,0.09455
30,6,,8235,50,0.15762
30,6,,8235,58,0.15762
30,6,,8241,50,0.26101
30,6,,8241,58,0.26101
30,6,,8274,50,0.13731
30,6,,8274,51,0.13731
30,6,,8418,18,0.18701
30,6,,8418,50,0.18701
30,6,,8418,51,0.18701
30,6,,8418,57,0.18701
30,6,,8605,18,0.11102
30,6,,8605,51,0.11102
30,6,,8605,56,0.11102
30,6,,8605,57,0.11102
30,6,,2778,3,0.22642
30,6,,2801,3,0.04655
30,6,,2801,58,0.04655
30,6,,6541,3,0.18018
30,6,,6728,3,0.16485
30,6,,6771,3,0.00481
30,6,,2379,3,0.26101
30,6,,2383,50,0.20085
30,6,,2383,51,0.20085
30,6,,2383,56,0.20085
30,6,,2383,57,0.20085
30,6,,2383,58,0.20085
30,6,,2522,18,0.22354
30,6,,2522,50,0.22354
30,6,,2522,51,0.22354
30,6,,2522,52,0.22354
30,6,,2522,55,0.22354
30,6,,2522,56,0.22354
30,6,,2522,57,0.22354
30,6,,2522,58,0.22354
30,6,,2665,18,0.13195
30,6,,2665,50,0.13195
30,6,,2665,51,0.13195
30,6,,2665,52,0.13195
30,6,,2665,56,0.13195
30,6,,2665,57,0.13195
30,6,,8152,58,0.19056
30,6,,8235,50,0.25691
30,6,,8235,58,0.25691
30,6,,8241,50,0.24413
30,6,,8241,58,0.24413
30,6,,8274,50,0.10991
30,6,,8274,51,0.10991
30,6,,8418,18,0.1442
30,6,,8418,50,0.1442
30,6,,8418,51,0.1442
30,6,,8418,57,0.1442
30,6,,8605,18,0.08478
30,6,,8605,51,0.08478
30,6,,8605,56,0.08478
30,6,,8605,57,0.08478
30,6,,2778,3,0.15881
30,6,,6265,3,0.05688
30,6,,6265,73,0.05688
30,6,,6541,3,0.24465
30,6,,6728,3,0.23024
30,6,,6771,3,0.07174
30,6,,6952,73,0.02905
30,6,,2379,3,0.28503
30,6,,2383,50,0.14328
30,6,,2383,51,0.14328
30,6,,2383,56,0.14328
30,6,,2383,57,0.14328
30,6,,2383,58,0.14328
30,6,,2522,18,0.15529
30,6,,2522,50,0.15529
30,6,,2522,51,0.15529
30,6,,2522,52,0.15529
30,6,,2522,55,0.15529
30,6,,2522,56,0.15529
30,6,,2522,57,0.15529
30,6,,2522,58,0.15529
40,6,,8119,50,0.11915
40,6,,8119,58,0.11915
40,6,,8409,50,0.19203
40,6,,8650,50,0.00656
40,6,,6159,67,0.13336
40,6,,6223,73,0.05177
40,6,,6269,55,0.1455
40,6,,6269,73,0.1455
40,6,,6350,67,0.03904
40,6,,6357,73,0.26588
40,6,,6382,73,0.07525
40,6,,6422,73,0.16569
40,6,,6638,73,0.25116
40,6,,6685,73,0.16942
40,6,,6938,55,0.05798
40,6,,6938,73,0.05798
40,6,,8119,50,0.05931
40,6,,8119,58,0.05931
40,6,,8124,58,0.07432
40,6,,6159,67,0.0977
40,6,,6199,73,0.23306
40,6,,6269,55,0.12876
40,6,,6269,73,0.12876
40,6,,6350,67,0.10054
40,6,,6422,73,0.18645
40,6,,6464,73,0.20937
40,6,,6638,73,0.00713
40,6,,6685,73,0.10276
40,6,,6720,55,0.0637
40,6,,6720,73,0.0637
40,6,,6938,55,0.16813
40,6,,6938,73,0.16813
40,6,,6979,73,0.06145
40,6,,8119,50,0.11897
40,6,,8119,58,0.11897
40,6,,8124,58,0.14378
40,6,,8409,50,0.01686
40,6,,6199,73,0.28533
40,6,,6269,55,0.15043
40,6,,6269,73,0.15043
40,6,,6422,73,0.16374
40,6,,6464,73,0.24509
40,6,,6720,55,0.07912
40,6,,6720,73,0.07912
40,6,,6938,55,0.18277
40,6,,6938,73,0.18277
40,6,,6979,73,0.08095
40,6,,8119,50,0.16208
40,6,,8119,58,0.16208
40,6,,8124,58,0.12591
40,6,,8313,58,0.05638
40,6,,8409,50,0.27652
40,6,,8650,50,0.08284
40,6,,6223,73,0.07962
40,6,,6269,55,0.17211
40,6,,6269,73,0.17211
40,6,,6357,73,0.17835
40,6,,6382,73,0.08519
40,6,,6422,73,0.1567
40,6,,6638,73,0.117
40,6,,6685,73,0.11337
40,6,,6938,55,0.12208
40,6,,6938,73,0.12208
40,6,,6166,15,0.20778
40,6,,6193,73,0.0942
40,6,,6237,73,0.06907
40,6,,6338,15,0.1678
40,6,,6449,15,0.06954
40,6,,6596,15,0.18208
40,6,,6767,15,0.14482
40,6,,6827,15,0.1004
40,6,,6842,73,0.0876
40,6,,6166,15,0.02158
40,6,,6368,15,0.04691
40,6,,6368,73,0.04691
40,6,,6457,15,0.03621
40,6,,6551,15,0.04374
40,6,,6551,73,0.04374
40,6,,6800,15,0.03123
40,6,,6800,73,0.03123
40,6,,6925,15,0.08227
40,6,,6925,73,0.08227
40,6,,6368,15,0.1062
40,6,,6368,73,0.1062
40,6,,6457,15,0.12468
40,6,,6551,15,0.07513
40,6,,6551,73,0.07513
40,6,,6800,15,0.07331
40,6,,6800,73,0.07331
40,6,,6860,15,0.03549
40,6,,6860,73,0.03549
40,6,,6925,15,0.14064
40,6,,6925,73,0.14064
40,6,,6987,15,0.08224
40,6,,6193,73,0.15201
40,6,,6237,73,0.10905
40,6,,6338,15,0.13823
40,6,,6449,15,0.07697
40,6,,6767,15,0.10102
40,6,,6827,15,0.09953
40,6,,6842,73,0.17169
40,6,,6987,15,0.00783
40,6,,6140,15,0.27167
40,6,,6173,15,0.24588
40,6,,6189,15,0.13577
40,6,,6273,15,0.06691
40,6,,6365,15,0.18499
40,6,,6365,73,0.18499
40,6,,6430,15,0.14684
40,6,,6430,73,0.14684
40,6,,6474,15,0.23668
40,6,,6527,15,0.00946
40,6,,6527,73,0.00946
40,6,,6531,15,0.27167
40,6,,6588,15,0.17815
40,6,,6812,15,0.03852
40,6,,6812,73,0.03852
40,6,,6972,15,0.19167
40,6,,6140,15,0.08731
40,6,,6149,15,0.11741
40,6,,6149,73,0.11741
40,6,,6173,15,0.17063
40,6,,6189,15,0.1518
40,6,,6246,15,0.03767
40,6,,6474,15,0.23194
40,6,,6527,15,0.1566
40,6,,6527,73,0.1566
40,6,,6531,15,0.07674
40,6,,6588,15,0.23031
40,6,,6796,15,0.21532
40,6,,6796,73,0.21532
40,6,,6823,73,0.10747
40,6,,6944,15,0.00824
40,6,,6972,15,0.17919
40,6,,6140,15,0.02473
40,6,,6149,15,0.16704
40,6,,6149,73,0.16704
40,6,,6173,15,0.21111
40,6,,6246,15,0.08386
40,6,,6365,15,0.03138
40,6,,6365,73,0.03138
40,6,,6474,15,0.25329
40,6,,6490,15,0.22316
40,6,,6490,73,0.22316
40,6,,6527,15,0.22745
40,6,,6527,73,0.22745
40,6,,6588,15,0.19671
40,6,,6605,15,0.02587
40,6,,6796,15,0.27606
40,6,,6796,73,0.27606
40,6,,6823,73,0.14225
40,6,,6944,15,0.02223
40,6,,6972,15,0.02484
40,6,,6140,15,0.29688
40,6,,6173,15,0.25537
40,6,,6273,15,0.11636
40,6,,6365,15,0.29688
40,6,,6365,73,0.29688
40,6,,6430,15,0.27581
40,6,,6430,73,0.27581
40,6,,6474,15,0.2473
40,6,,6490,15,0.13309
40,6,,6490,73,0.13309
40,6,,6527,15,0.16546
40,6,,6527,73,0.16546
40,6,,6531,15,0.29353
40,6,,6588,15,0.09967
40,6,,6605,15,0.13148
40,6,,6796,15,0.02279
40,6,,6796,73,0.02279
40,6,,6812,15,0.08731
40,6,,6812,73,0.08731
40,6,,6972,15,0.05359
25,6,0,2678,19,0.0794
25,6,0,2822,2,0.16056
25,6,0,2822,10,0.16056
25,6,0,2822,11,0.16056
25,6,0,2822,44,0.16056
25,6,0,2880,19,0.10608
25,6,0,2916,2,0.06362
25,6,0,2916,10,0.06362
25,6,0,2916,11,0.06362
25,6,0,2916,44,0.06362
25,6,0,2007,11,0.05844
25,6,0,2007,28,0.05844
25,6,0,2007,38,0.05844
25,6,0,2007,44,0.05844
25,6,0,2007,80,0.05844
25,6,0,2053,80,0.02481
25,6,0,2088,11,0.09567
25,6,0,2088,38,0.09567
25,6,0,2088,80,0.09567
25,6,0,2091,11,0.08182
25,6,0,2091,28,0.08182
25,6,0,2091,38,0.08182
25,6,0,2091,44,0.08182
25,6,0,2091,80,0.08182
25,6,0,2146,2,0.01391
25,6,0,2146,10,0.01391
25,6,0,2146,19,0.01391
