speed_limi,funct_clas,sidewalk,StopID,Route,len_mi
25,3,3,1310,14,0.08132
25,3,3,1310,15,0.08132
25,3,3,1310,37,0.08132
25,3,3,1310,47,0.08132
25,3,3,1310,56,0.08132
25,3,3,1310,57,0.08132
25,3,3,1310,58,0.08132
25,3,3,1310,70,0.08132
25,3,3,1310,71,0.08132
25,3,3,1310,72,0.08132
25,3,3,1323,6,0.03013
25,3,3,1323,14,0.03013
25,3,3,1323,15,0.03013
25,3,3,1323,25,0.03013
25,3,3,1323,27,0.03013
25,3,3,1323,29,0.03013
25,3,3,1323,56,0.03013
25,3,3,1324,1,0.08132
25,3,3,1324,2,0.08132
25,3,3,1324,3,0.08132
25,3,3,1324,4,0.08132
25,3,3,1324,5,0.08132
25,3,3,1324,6,0.08132
25,3,3,1324,11,0.08132
25,3,3,1324,12,0.08132
25,3,3,1324,14,0.08132
25,3,3,1324,15,0.08132
25,3,3,1324,19,0.08132
25,3,3,1324,29,0.08132
25,3,3,1324,37,0.08132
25,3,3,1324,47,0.08132
25,3,3,1324,56,0.08132
25,3,3,1324,58,0.08132
25,3,3,1324,71,0.08132
25,3,3,1324,72,0.08132
25,3,3,1324,75,0.08132
25,3,3,1358,10,0.03381
25,3,3,1358,27,0.03381
25,3,3,1358,28,0.03381
25,3,3,1358,81,0.03381
25,3,3,1404,2,0.06506
25,3,3,1404,5,0.06506
25,3,3,1495,2,0.08132
25,3,3,1495,5,0.08132
25,3,3,1558,2,0.08132
25,3,3,1558,3,0.08132
25,3,3,1558,4,0.08132
25,3,3,1558,6,0.08132
25,3,3,1558,11,0.08132
25,3,3,1558,12,0.08132
25,3,3,1558,14,0.08132
25,3,3,1558,15,0.08132
25,3,3,1558,37,0.08132
25,3,3,1558,47,0.08132
25,3,3,1558,56,0.08132
25,3,3,1558,57,0.08132
25,3,3,1558,58,0.08132
25,3,3,1558,70,0.08132
25,3,3,1558,71,0.08132
25,3,3,1558,72,0.08132
25,3,3,1618,6,0.08132
25,3,3,1618,14,0.08132
25,3,3,1618,15,0.08132
25,3,3,1618,25,0.08132
25,3,3,1618,27,0.08132
25,3,3,1618,29,0.08132
25,3,3,1618,37,0.08132
25,3,3,1787,1,0.07896
25,3,3,1787,2,0.07896
25,3,3,1787,3,0.07896
25,3,3,1787,4,0.07896
25,3,3,1787,5,0.07896
25,3,3,1787,6,0.07896
25,3,3,1787,11,0.07896
25,3,3,1787,12,0.07896
25,3,3,1787,14,0.07896
25,3,3,1787,15,0.07896
25,3,3,1787,19,0.07896
25,3,3,1787,25,0.07896
25,3,3,1787,27,0.07896
25,3,3,1787,29,0.07896
25,3,3,1787,37,0.07896
25,3,3,1787,47,0.07896
25,3,3,1787,56,0.07896
25,3,3,1787,57,0.07896
25,3,3,1787,58,0.07896
25,3,3,1787,70,0.07896
25,3,3,1787,71,0.07896
25,3,3,1787,72,0.07896
25,3,3,1787,75,0.07896
25,3,3,1790,5,0.08132
25,3,3,1790,27,0.08132
25,3,3,1790,47,0.08132
25,3,3,1790,75,0.08132
25,3,3,1823,3,0.03359
25,3,3,1823,4,0.03359
25,3,3,1823,38,0.03359
25,3,3,1966,2,0.08132
25,3,3,1966,5,0.08132
25,2,3,1151,2,0.12512
25,2,3,1151,5,0.12512
25,2,3,1151,10,0.12512
25,2,3,1151,28,0.12512
25,2,3,1151,81,0.12512
25,2,3,1209,2,0.12512
25,2,3,1209,5,0.12512
25,2,3,1209,10,0.12512
25,2,3,1209,28,0.12512
25,2,3,1521,81,0.12512
25,2,3,1636,2,0.12512
25,2,3,1636,5,0.12512
25,2,3,1636,10,0.12512
25,2,3,1636,27,0.12512
25,2,3,1636,28,0.12512
25,2,3,1834,2,0.10652
25,2,3,1834,5,0.10652
25,2,3,1834,10,0.10652
25,2,3,1834,27,0.10652
25,2,3,1834,28,0.10652
25,2,3,1834,81,0.10652
25,2,3,1151,2,0.00643
25,2,3,1151,5,0.00643
25,2,3,1151,10,0.00643
25,2,3,1151,28,0.00643
25,2,3,1151,81,0.00643
25,2,3,1157,2,0.08901
25,2,3,1209,2,0.12478
25,2,3,1209,5,0.12478
25,2,3,1209,10,0.12478
25,2,3,1209,28,0.12478
25,2,3,1250,2,0.10438
25,2,3,1250,5,0.10438
25,2,3,1250,10,0.10438
25,2,3,1250,27,0.10438
25,2,3,1250,28,0.10438
25,2,3,1325,2,0.05648
25,2,3,1325,5,0.05648
25,2,3,1325,10,0.05648
25,2,3,1325,28,0.05648
25,2,3,1521,81,0.12478
25,2,3,1636,2,0.12478
25,2,3,1636,5,0.12478
25,2,3,1636,10,0.12478
25,2,3,1636,27,0.12478
25,2,3,1636,28,0.12478
25,2,3,1767,2,0.0815
25,2,3,1936,2,0.10972
25,2,3,1157,2,0.10187
25,2,3,1209,2,0.10187
25,2,3,1209,5,0.10187
25,2,3,1209,10,0.10187
25,2,3,1209,28,0.10187
25,2,3,1250,2,0.10187
25,2,3,1250,5,0.10187
25,2,3,1250,10,0.10187
25,2,3,1250,27,0.10187
25,2,3,1250,28,0.10187
25,2,3,1325,2,0.10187
25,2,3,1325,5,0.10187
25,2,3,1325,10,0.10187
25,2,3,1325,28,0.10187
25,2,3,1521,81,0.10187
25,2,3,1636,2,0.10187
25,2,3,1636,5,0.10187
25,2,3,1636,10,0.10187
25,2,3,1636,27,0.10187
25,2,3,1636,28,0.10187
25,2,3,1730,6,0.01288
25,2,3,1730,14,0.01288
25,2,3,1730,15,0.01288
25,2,3,1730,27,0.01288
25,2,3,1730,37,0.01288
25,2,3,1730,56,0.01288
25,2,3,1730,57,0.01288
25,2,3,1767,2,0.10187
25,2,3,1798,2,0.05076
25,2,3,1798,5,0.05076
25,2,3,1798,10,0.05076
25,2,3,1798,27,0.05076
25,2,3,1798,28,0.05076
25,2,3,1936,2,0.10187
25,4,3,248,1,0.08344
25,4,3,248,11,0.08344
25,4,3,248,12,0.08344
25,4,3,248,19,0.08344
25,4,3,248,38,0.08344
25,4,3,564,1,0.03461
25,4,3,564,11,0.03461
25,4,3,564,12,0.03461
25,4,3,564,19,0.03461
25,4,3,564,38,0.03461
25,4,3,791,11,0.01449
25,4,3,791,12,0.01449
25,4,3,791,19,0.01449
25,4,3,791,38,0.01449
25,4,3,1101,1,0.08344
25,4,3,1101,2,0.08344
25,4,3,1101,3,0.08344
25,4,3,1101,4,0.08344
25,4,3,1101,5,0.08344
25,4,3,1101,6,0.08344
25,4,3,1101,11,0.08344
25,4,3,1101,12,0.08344
25,4,3,1101,14,0.08344
25,4,3,1101,15,0.08344
25,4,3,1101,19,0.08344
25,4,3,1101,25,0.08344
25,4,3,1101,27,0.08344
25,4,3,1101,29,0.08344
25,4,3,1101,37,0.08344
25,4,3,1101,38,0.08344
25,4,3,1101,47,0.08344
25,4,3,1101,56,0.08344
25,4,3,1101,57,0.08344
25,4,3,1101,58,0.08344
25,4,3,1101,70,0.08344
25,4,3,1101,71,0.08344
25,4,3,1101,72,0.08344
25,4,3,1101,75,0.08344
25,4,3,1230,3,0.08344
25,4,3,1230,4,0.08344
25,4,3,1230,38,0.08344
25,4,3,1230,56,0.08344
25,4,3,1230,57,0.08344
25,4,3,1323,6,0.08344
25,4,3,1323,14,0.08344
25,4,3,1323,15,0.08344
25,4,3,1323,25,0.08344
25,4,3,1323,27,0.08344
25,4,3,1323,29,0.08344
25,4,3,1323,56,0.08344
25,4,3,1486,3,0.08344
25,4,3,1486,4,0.08344
25,4,3,1486,38,0.08344
25,4,3,1486,56,0.08344
25,4,3,1486,57,0.08344
25,4,3,1618,6,0.08344
25,4,3,1618,14,0.08344
25,4,3,1618,15,0.08344
25,4,3,1618,25,0.08344
25,4,3,1618,27,0.08344
25,4,3,1618,29,0.08344
25,4,3,1618,37,0.08344
25,4,3,1737,3,0.08344
25,4,3,1737,4,0.08344
25,4,3,1737,38,0.08344
25,4,3,1787,1,0.08344
25,4,3,1787,2,0.08344
25,4,3,1787,3,0.08344
25,4,3,1787,4,0.08344
25,4,3,1787,5,0.08344
25,4,3,1787,6,0.08344
25,4,3,1787,11,0.08344
25,4,3,1787,12,0.08344
25,4,3,1787,14,0.08344
25,4,3,1787,15,0.08344
25,4,3,1787,19,0.08344
25,4,3,1787,25,0.08344
25,4,3,1787,27,0.08344
25,4,3,1787,29,0.08344
25,4,3,1787,37,0.08344
25,4,3,1787,47,0.08344
25,4,3,1787,56,0.08344
25,4,3,1787,57,0.08344
25,4,3,1787,58,0.08344
25,4,3,1787,70,0.08344
25,4,3,1787,71,0.08344
25,4,3,1787,72,0.08344
25,4,3,1787,75,0.08344
25,4,3,1823,3,0.08344
25,4,3,1823,4,0.08344
25,4,3,1823,38,0.08344
25,4,3,1870,56,0.08344
25,4,3,1870,57,0.08344
25,4,3,1872,1,0.08344
25,4,3,1872,11,0.08344
25,4,3,1872,12,0.08344
25,4,3,1872,19,0.08344
25,4,3,248,1,0.07235
25,4,3,248,11,0.07235
25,4,3,248,12,0.07235
25,4,3,248,19,0.07235
25,4,3,248,38,0.07235
25,4,3,1101,1,0.02461
25,4,3,1101,2,0.02461
25,4,3,1101,3,0.02461
25,4,3,1101,4,0.02461
25,4,3,1101,5,0.02461
25,4,3,1101,6,0.02461
25,4,3,1101,11,0.02461
25,4,3,1101,12,0.02461
25,4,3,1101,14,0.02461
25,4,3,1101,15,0.02461
25,4,3,1101,19,0.02461
25,4,3,1101,25,0.02461
25,4,3,1101,27,0.02461
25,4,3,1101,29,0.02461
25,4,3,1101,37,0.02461
25,4,3,1101,38,0.02461
25,4,3,1101,47,0.02461
25,4,3,1101,56,0.02461
25,4,3,1101,57,0.02461
25,4,3,1101,58,0.02461
25,4,3,1101,70,0.02461
25,4,3,1101,71,0.02461
25,4,3,1101,72,0.02461
25,4,3,1101,75,0.02461
25,4,3,1150,3,0.11178
25,4,3,1150,4,0.11178
25,4,3,1150,38,0.11178
25,4,3,1230,3,0.12515
25,4,3,1230,4,0.12515
25,4,3,1230,38,0.12515
25,4,3,1230,56,0.12515
25,4,3,1230,57,0.12515
25,4,3,1323,6,0.12515
25,4,3,1323,14,0.12515
25,4,3,1323,15,0.12515
25,4,3,1323,25,0.12515
25,4,3,1323,27,0.12515
25,4,3,1323,29,0.12515
25,4,3,1323,56,0.12515
25,4,3,1486,3,0.12515
25,4,3,1486,4,0.12515
25,4,3,1486,38,0.12515
25,4,3,1486,56,0.12515
25,4,3,1486,57,0.12515
25,4,3,1579,6,0.03191
25,4,3,1579,14,0.03191
25,4,3,1579,15,0.03191
25,4,3,1579,25,0.03191
25,4,3,1579,27,0.03191
25,4,3,1579,37,0.03191
25,4,3,1579,56,0.03191
25,4,3,1579,57,0.03191
25,4,3,1618,6,0.08514
25,4,3,1618,14,0.08514
25,4,3,1618,15,0.08514
25,4,3,1618,25,0.08514
25,4,3,1618,27,0.08514
25,4,3,1618,29,0.08514
25,4,3,1618,37,0.08514
25,4,3,1737,3,0.12515
25,4,3,1737,4,0.12515
25,4,3,1737,38,0.12515
25,4,3,1787,1,0.12515
25,4,3,1787,2,0.12515
25,4,3,1787,3,0.12515
25,4,3,1787,4,0.12515
25,4,3,1787,5,0.12515
25,4,3,1787,6,0.12515
25,4,3,1787,11,0.12515
25,4,3,1787,12,0.12515
25,4,3,1787,14,0.12515
25,4,3,1787,15,0.12515
25,4,3,1787,19,0.12515
25,4,3,1787,25,0.12515
25,4,3,1787,27,0.12515
25,4,3,1787,29,0.12515
25,4,3,1787,37,0.12515
25,4,3,1787,47,0.12515
25,4,3,1787,56,0.12515
25,4,3,1787,57,0.12515
25,4,3,1787,58,0.12515
25,4,3,1787,70,0.12515
25,4,3,1787,71,0.12515
25,4,3,1787,72,0.12515
25,4,3,1787,75,0.12515
25,4,3,1823,3,0.12515
25,4,3,1823,4,0.12515
25,4,3,1823,38,0.12515
25,4,3,1839,3,0.11766
25,4,3,1839,4,0.11766
25,4,3,1839,38,0.11766
25,4,3,1870,56,0.12515
25,4,3,1870,57,0.12515
25,4,3,1872,1,0.12515
25,4,3,1872,11,0.12515
25,4,3,1872,12,0.12515
25,4,3,1872,19,0.12515
25,4,3,1150,3,0.06202
25,4,3,1150,4,0.06202
25,4,3,1150,38,0.06202
25,4,3,1214,6,0.04076
25,4,3,1214,14,0.04076
25,4,3,1214,15,0.04076
25,4,3,1214,25,0.04076
25,4,3,1214,27,0.04076
25,4,3,1214,37,0.04076
25,4,3,1214,56,0.04076
25,4,3,1214,57,0.04076
25,4,3,1230,3,0.06202
25,4,3,1230,4,0.06202
25,4,3,1230,38,0.06202
25,4,3,1230,56,0.06202
25,4,3,1230,57,0.06202
25,4,3,1323,6,0.05135
25,4,3,1323,14,0.05135
25,4,3,1323,15,0.05135
25,4,3,1323,25,0.05135
25,4,3,1323,27,0.05135
25,4,3,1323,29,0.05135
25,4,3,1323,56,0.05135
25,4,3,1486,3,0.02859
25,4,3,1486,4,0.02859
25,4,3,1486,38,0.02859
25,4,3,1486,56,0.02859
25,4,3,1486,57,0.02859
25,4,3,1579,6,0.06202
25,4,3,1579,14,0.06202
25,4,3,1579,15,0.06202
25,4,3,1579,25,0.06202
25,4,3,1579,27,0.06202
25,4,3,1579,37,0.06202
25,4,3,1579,56,0.06202
25,4,3,1579,57,0.06202
25,4,3,1737,3,0.06202
25,4,3,1737,4,0.06202
25,4,3,1737,38,0.06202
25,4,3,1787,1,0.00299
25,4,3,1787,2,0.00299
25,4,3,1787,3,0.00299
25,4,3,1787,4,0.00299
25,4,3,1787,5,0.00299
25,4,3,1787,6,0.00299
25,4,3,1787,11,0.00299
25,4,3,1787,12,0.00299
25,4,3,1787,14,0.00299
25,4,3,1787,15,0.00299
25,4,3,1787,19,0.00299
25,4,3,1787,25,0.00299
25,4,3,1787,27,0.00299
25,4,3,1787,29,0.00299
25,4,3,1787,37,0.00299
25,4,3,1787,47,0.00299
25,4,3,1787,56,0.00299
25,4,3,1787,57,0.00299
25,4,3,1787,58,0.00299
25,4,3,1787,70,0.00299
25,4,3,1787,71,0.00299
25,4,3,1787,72,0.00299
25,4,3,1787,75,0.00299
25,4,3,1823,3,0.01303
25,4,3,1823,4,0.01303
25,4,3,1823,38,0.01303
25,4,3,1839,3,0.06202
25,4,3,1839,4,0.06202
25,4,3,1839,38,0.06202
25,4,3,1870,56,0.06202
25,4,3,1870,57,0.06202
25,4,3,1872,1,0.00125
25,4,3,1872,11,0.00125
25,4,3,1872,12,0.00125
25,4,3,1872,19,0.00125
25,5,2,1190,3,0.04791
25,5,2,1190,4,0.04791
25,5,2,1190,10,0.04791
25,5,2,1190,38,0.04791
25,5,2,1199,6,0.04791
25,5,2,1199,14,0.04791
25,5,2,1199,15,0.04791
25,5,2,1199,25,0.04791
25,5,2,1199,27,0.04791
25,5,2,1199,29,0.04791
25,5,2,1199,37,0.04791
25,5,2,1199,56,0.04791
25,5,2,1199,57,0.04791
25,5,2,1505,3,0.04791
25,5,2,1505,4,0.04791
25,5,2,1505,10,0.04791
25,5,2,1505,38,0.04791
25,5,2,1536,3,0.0383
25,5,2,1536,4,0.0383
25,5,2,1536,10,0.0383
25,5,2,1536,38,0.0383
25,5,2,1559,3,0.03628
25,5,2,1559,4,0.03628
25,5,2,1559,10,0.03628
25,5,2,1559,38,0.03628
25,5,2,1615,3,0.01734
25,5,2,1615,4,0.01734
25,5,2,1615,10,0.01734
25,5,2,1615,38,0.01734
25,5,2,1650,6,0.04791
25,5,2,1650,14,0.04791
25,5,2,1650,15,0.04791
25,5,2,1650,27,0.04791
25,5,2,1650,29,0.04791
25,5,2,1650,37,0.04791
25,5,2,1650,56,0.04791
25,5,2,1650,57,0.04791
25,5,2,1750,3,0.0283
25,5,2,1750,4,0.0283
25,5,2,1750,10,0.0283
25,5,2,1750,38,0.0283
25,5,2,1878,3,0.04791
25,5,2,1878,4,0.04791
25,5,2,1878,10,0.04791
25,5,2,1878,38,0.04791
25,5,2,1959,3,0.04791
25,5,2,1959,4,0.04791
25,5,2,1959,10,0.04791
25,5,2,1959,38,0.04791
25,5,3,1190,3,0.11519
25,5,3,1190,4,0.11519
25,5,3,1190,10,0.11519
25,5,3,1190,38,0.11519
25,5,3,1199,6,0.10528
25,5,3,1199,14,0.10528
25,5,3,1199,15,0.10528
25,5,3,1199,25,0.10528
25,5,3,1199,27,0.10528
25,5,3,1199,29,0.10528
25,5,3,1199,37,0.10528
25,5,3,1199,56,0.10528
25,5,3,1199,57,0.10528
25,5,3,1505,3,0.12661
25,5,3,1505,4,0.12661
25,5,3,1505,10,0.12661
25,5,3,1505,38,0.12661
25,5,3,1530,3,0.06133
25,5,3,1530,4,0.06133
25,5,3,1530,10,0.06133
25,5,3,1530,38,0.06133
25,5,3,1559,3,0.12661
25,5,3,1559,4,0.12661
25,5,3,1559,10,0.12661
25,5,3,1559,38,0.12661
25,5,3,1650,6,0.0078
25,5,3,1650,14,0.0078
25,5,3,1650,15,0.0078
25,5,3,1650,27,0.0078
25,5,3,1650,29,0.0078
25,5,3,1650,37,0.0078
25,5,3,1650,56,0.0078
25,5,3,1650,57,0.0078
25,5,3,1689,3,0.03728
25,5,3,1689,4,0.03728
25,5,3,1689,10,0.03728
25,5,3,1689,38,0.03728
25,5,3,1730,6,0.05433
25,5,3,1730,14,0.05433
25,5,3,1730,15,0.05433
25,5,3,1730,27,0.05433
25,5,3,1730,37,0.05433
25,5,3,1730,56,0.05433
25,5,3,1730,57,0.05433
25,5,3,1750,3,0.12661
25,5,3,1750,4,0.12661
25,5,3,1750,10,0.12661
25,5,3,1750,38,0.12661
25,5,3,1878,3,0.12661
25,5,3,1878,4,0.12661
25,5,3,1878,10,0.12661
25,5,3,1878,38,0.12661
25,5,3,1883,6,0.05238
25,5,3,1883,14,0.05238
25,5,3,1883,15,0.05238
25,5,3,1883,27,0.05238
25,5,3,1883,37,0.05238
25,5,3,1883,57,0.05238
25,5,3,1959,3,0.1224
25,5,3,1959,4,0.1224
25,5,3,1959,10,0.1224
25,5,3,1959,38,0.1224
25,5,0,5125,22,0.0266
25,5,0,5304,22,0.0266
25,5,0,1922,2,0.00183
25,5,0,1922,28,0.00183
25,5,0,5125,22,0.03136
25,5,0,5304,22,0.07153
30,3,3,1254,2,0.0604
30,3,3,1254,28,0.0604
30,3,3,5125,22,0.0604
30,3,3,5193,22,0.02266
30,3,3,5304,22,0.0604
30,3,3,5748,22,0.00459
30,3,3,1341,22,0.0604
30,3,3,1410,22,0.04845
30,3,3,1504,2,0.0604
30,3,3,1504,28,0.0604
30,3,3,1561,2,0.0604
30,3,3,1561,22,0.0604
30,3,3,1561,28,0.0604
30,3,3,1759,2,0.0604
30,3,3,1759,22,0.0604
30,3,3,1877,2,0.0604
30,3,3,1877,22,0.0604
30,3,3,1922,2,0.0604
30,3,3,1922,28,0.0604
30,3,3,1254,2,0.057
30,3,3,1254,28,0.057
30,3,3,5125,22,0.0688
30,3,3,5193,22,0.0688
30,3,3,5304,22,0.0688
30,3,3,5748,22,0.0688
30,3,3,1341,22,0.0688
30,3,3,1504,2,0.0688
30,3,3,1504,28,0.0688
30,3,3,1561,2,0.02738
30,3,3,1561,22,0.02738
30,3,3,1561,28,0.02738
30,3,3,1759,2,0.0688
30,3,3,1759,22,0.0688
30,3,3,1877,2,0.0688
30,3,3,1877,22,0.0688
30,3,3,1922,2,0.0688
30,3,3,1922,28,0.0688
30,3,3,5125,22,0.09005
30,3,3,5193,22,0.09005
30,3,3,5304,22,0.09005
30,3,3,5748,22,0.09005
30,3,3,1341,22,0.09005
30,3,3,1504,2,0.09005
30,3,3,1504,28,0.09005
30,3,3,1759,2,0.03919
30,3,3,1759,22,0.03919
30,3,3,1877,2,0.09005
30,3,3,1877,22,0.09005
30,3,3,1922,2,0.09005
30,3,3,1922,28,0.09005
30,3,3,5125,22,0.08449
30,3,3,5193,22,0.08449
30,3,3,5304,22,0.08449
30,3,3,5358,22,0.00364
30,3,3,5748,22,0.08449
30,3,3,1341,22,0.02384
30,3,3,1504,2,0.00322
30,3,3,1504,28,0.00322
30,3,3,1877,2,0.02288
30,3,3,1877,22,0.02288
30,3,3,1922,2,0.0137
30,3,3,1922,28,0.0137
25,5,0,1254,2,0.04381
25,5,0,1254,28,0.04381
25,5,0,5125,22,0.06519
25,5,0,5193,22,0.06519
25,5,0,5304,22,0.06519
25,5,0,5748,22,0.06519
25,5,0,1341,22,0.06519
25,5,0,1504,2,0.06519
25,5,0,1504,28,0.06519
25,5,0,1561,2,0.00838
25,5,0,1561,22,0.00838
25,5,0,1561,28,0.00838
25,5,0,1877,2,0.06519
25,5,0,1877,22,0.06519
25,5,0,1922,2,0.06519
25,5,0,1922,28,0.06519
25,5,0,5125,22,0.08983
25,5,0,5193,22,0.08983
25,5,0,5304,22,0.08983
25,5,0,5748,22,0.08983
25,5,0,1341,22,0.08983
25,5,0,1504,2,0.02384
25,5,0,1504,28,0.02384
25,5,0,1877,2,0.08983
25,5,0,1877,22,0.08983
25,5,0,1922,2,0.08983
25,5,0,1922,28,0.08983
25,5,0,5125,22,0.04854
25,5,0,5193,22,0.04854
25,5,0,5304,22,0.04854
25,5,0,5748,22,0.04853
25,5,0,1341,22,0.04854
25,5,0,1877,2,0.04854
25,5,0,1877,22,0.04854
25,5,0,1922,2,0.04854
25,5,0,1922,28,0.04854
25,5,0,5125,22,0.08962
25,5,0,5193,22,0.08962
25,5,0,5304,22,0.08962
25,5,0,5748,22,0.08962
25,5,0,1341,22,0.05584
25,5,0,1877,2,0.03665
25,5,0,1877,22,0.03665
25,5,0,1922,2,0.05967
25,5,0,1922,28,0.05967
25,5,0,5125,22,0.06504
25,5,0,5193,22,0.04022
25,5,0,5304,22,0.06504
25,5,0,5748,22,0.0591
25,5,0,5125,22,0.00475
25,5,0,5193,22,0.01154
25,5,0,5304,22,0.02993
25,5,0,5748,22,0.02258
25,5,0,5125,22,0.0573
25,5,0,5193,22,0.0573
25,5,0,5304,22,0.0573
25,5,0,5748,22,0.0573
25,5,0,5125,22,0.05669
25,5,0,5193,22,0.05669
25,5,0,5304,22,0.05669
25,5,0,5748,22,0.05669
25,5,0,1341,22,0.01261
25,5,0,1877,2,0.00055
25,5,0,1877,22,0.00055
25,5,0,1922,2,0.01421
25,5,0,1922,28,0.01421
25,5,0,5125,22,0.06003
25,5,0,5193,22,0.06003
25,5,0,5304,22,0.06003
25,5,0,5748,22,0.06003
25,5,0,1341,22,0.06003
25,5,0,1504,2,0.00455
25,5,0,1504,28,0.00455
25,5,0,1877,2,0.06003
25,5,0,1877,22,0.06003
25,5,0,1922,2,0.06003
25,5,0,1922,28,0.06003
25,5,0,5125,22,0.04614
25,5,0,5193,22,0.0384
25,5,0,5304,22,0.04614
25,5,0,5748,22,0.03955
25,5,0,1341,22,0.04
25,5,0,1877,2,0.02547
25,5,0,1877,22,0.02547
25,5,0,1922,2,0.04614
25,5,0,1922,28,0.04614
25,5,0,5125,22,0.05686
25,5,0,5193,22,0.05686
25,5,0,5304,22,0.05686
25,5,0,5748,22,0.05686
25,5,0,1341,22,0.05686
25,5,0,1504,2,0.01104
25,5,0,1504,28,0.01104
25,5,0,1877,2,0.05686
25,5,0,1877,22,0.05686
25,5,0,1922,2,0.05686
25,5,0,1922,28,0.05686
25,5,3,1254,2,0.11262
25,5,3,1254,28,0.11262
25,5,3,5125,22,0.11262
25,5,3,5193,22,0.06961
25,5,3,5304,22,0.11262
25,5,3,5748,22,0.03139
25,5,3,1341,22,0.11262
25,5,3,1504,2,0.09646
25,5,3,1504,28,0.09646
25,5,3,1561,2,0.10748
25,5,3,1561,22,0.10748
25,5,3,1561,28,0.10748
25,5,3,1759,2,0.05661
25,5,3,1759,22,0.05661
25,5,3,1877,2,0.11262
25,5,3,1877,22,0.11262
25,5,3,1922,2,0.11262
25,5,3,1922,28,0.11262
25,3,3,113,5,0.03513
25,3,3,113,47,0.03513
25,3,3,225,5,0.03513
25,3,3,273,27,0.03513
25,3,3,418,5,0.03513
25,3,3,418,27,0.03513
25,3,3,418,47,0.03513
25,3,3,418,75,0.03513
25,3,3,469,5,0.03513
25,3,3,469,27,0.03513
25,3,3,469,47,0.03513
25,3,3,469,75,0.03513
25,3,3,516,5,0.03513
25,3,3,558,82,0.03513
25,3,3,768,5,0.03513
25,3,3,768,27,0.03513
25,3,3,768,75,0.03513
25,3,3,770,5,0.03513
25,3,3,853,82,0.03513
25,3,3,967,5,0.02721
25,3,3,967,27,0.02721
25,3,3,967,47,0.02721
25,3,3,967,75,0.02721
30,2,3,113,5,0.03534
30,2,3,113,47,0.03534
30,2,3,225,5,0.04012
30,2,3,273,27,0.04012
30,2,3,418,5,0.04012
30,2,3,418,27,0.04012
30,2,3,418,47,0.04012
30,2,3,418,75,0.04012
30,2,3,469,5,0.04012
30,2,3,469,27,0.04012
30,2,3,469,47,0.04012
30,2,3,469,75,0.04012
30,2,3,516,5,0.04012
30,2,3,558,82,0.04012
30,2,3,768,5,0.04012
30,2,3,768,27,0.04012
30,2,3,768,75,0.04012
30,2,3,967,5,0.04012
30,2,3,967,27,0.04012
30,2,3,967,47,0.04012
30,2,3,967,75,0.04012
30,2,0,313,10,0.06322
30,2,0,313,19,0.06322
30,2,0,313,38,0.06322
30,2,0,313,82,0.06322
30,2,0,520,10,0.09415
30,2,0,520,19,0.09415
30,2,0,520,38,0.09415
30,2,0,520,82,0.09415
30,2,0,161,1,0.14106
30,2,0,161,10,0.14106
30,2,0,161,19,0.14106
30,2,0,161,38,0.14106
30,2,0,161,82,0.14106
30,2,0,313,10,0.17445
30,2,0,313,19,0.17445
30,2,0,313,38,0.17445
30,2,0,313,82,0.17445
30,2,0,520,10,0.17445
30,2,0,520,19,0.17445
30,2,0,520,38,0.17445
30,2,0,520,82,0.17445
30,2,0,544,11,0.17118
30,2,0,544,12,0.17118
30,2,0,564,1,0.00382
30,2,0,564,11,0.00382
30,2,0,564,12,0.00382
30,2,0,564,19,0.00382
30,2,0,564,38,0.00382
30,2,0,668,1,0.00933
30,2,0,668,12,0.00933
30,2,0,668,19,0.00933
30,2,0,668,38,0.00933
30,2,0,791,11,0.0458
30,2,0,791,12,0.0458
30,2,0,791,19,0.0458
30,2,0,791,38,0.0458
25,5,3,25,81,0.16774
25,5,3,39,80,0.11419
25,5,3,49,80,0.16774
25,5,3,49,81,0.16774
25,5,3,49,82,0.16774
25,5,3,68,82,0.10849
25,5,3,73,80,0.01603
25,5,3,87,1,0.16774
25,5,3,87,10,0.16774
25,5,3,87,19,0.16774
25,5,3,87,38,0.16774
25,5,3,87,82,0.16774
25,5,3,89,81,0.09584
25,5,3,252,2,0.1188
25,5,3,252,3,0.1188
25,5,3,252,4,0.1188
25,5,3,252,6,0.1188
25,5,3,252,11,0.1188
25,5,3,252,12,0.1188
25,5,3,252,14,0.1188
25,5,3,252,15,0.1188
25,5,3,252,29,0.1188
25,5,3,252,37,0.1188
25,5,3,252,47,0.1188
25,5,3,252,56,0.1188
25,5,3,252,57,0.1188
25,5,3,252,58,0.1188
25,5,3,252,70,0.1188
25,5,3,252,71,0.1188
25,5,3,252,72,0.1188
25,5,3,265,4,0.16774
25,5,3,265,6,0.16774
25,5,3,265,29,0.16774
25,5,3,435,1,0.12544
25,5,3,435,2,0.12544
25,5,3,435,3,0.12544
25,5,3,435,10,0.12544
25,5,3,435,11,0.12544
25,5,3,435,12,0.12544
25,5,3,435,14,0.12544
25,5,3,435,15,0.12544
25,5,3,435,19,0.12544
25,5,3,435,28,0.12544
25,5,3,435,37,0.12544
25,5,3,435,38,0.12544
25,5,3,435,47,0.12544
25,5,3,435,56,0.12544
25,5,3,435,57,0.12544
25,5,3,435,58,0.12544
25,5,3,435,70,0.12544
25,5,3,435,71,0.12544
25,5,3,435,72,0.12544
25,5,3,470,1,0.16774
25,5,3,470,10,0.16774
