ZONING_COD,StopID,Route,area_sq_mi
IL,170,4,0.012620814
IL,170,47,0.012620814
IL,353,4,0.003596575
IL,353,18,0.003596575
IL,353,40,0.003596575
IL,353,49,0.003596575
IL,391,4,0.007748395
IL,391,47,0.007748395
IL,405,4,0.011565789
IL,405,47,0.011565789
IL,456,4,0.009289998
IL,456,47,0.009289998
IL,499,4,0.006940356
IL,499,47,0.006940356
IL,499,75,0.006940356
IL,782,4,1.52901E-06
IL,782,40,1.52901E-06
IL,816,40,0.006121145
IL,816,47,0.006121145
IL,816,49,0.006121145
IL,816,75,0.006121145
CN,6291,70,4.76373E-05
CN,6291,71,4.76373E-05
CN,6291,72,4.76373E-05
CN,6326,70,0.00406915
CN,6326,71,0.00406915
CN,6326,72,0.00406915
CN,6569,70,0.002434746
CN,6569,72,0.002434746
SR-C3,6129,14,0.01568612
SR-C3,6129,67,0.01568612
SR-C3,6148,14,0.001270265
SR-C3,6239,14,0.003724164
SR-C3,6244,14,0.020341082
SR-C3,6300,14,0.006895894
SR-C3,6323,14,0.000503537
SR-C3,6330,14,0.007794897
SR-C3,6330,67,0.007794897
SR-C3,6351,14,0.02054494
SR-C3,6447,14,0.007338662
SR-C3,6459,14,0.003104106
SR-C3,6516,14,0.019417964
SR-C3,6516,67,0.019417964
SR-C3,6724,67,0.002712434
SR-C3,6858,14,0.002867971
SR-C3,6903,14,0.012514294
SR-C3,6903,67,0.012514294
SR-C3,6941,14,0.002744976
SR-C3,6941,67,0.002744976
PD,5149,22,0.001395896
PD,5162,22,0.001238389
PD,5223,29,0.000248441
PD,5236,29,0.001330375
PD,5335,21,0.000422486
PD,5346,21,0.005003628
PD,5346,22,0.005003628
PD,5366,21,0.002881983
PD,5366,22,0.002881983
PD,5414,21,0.001235041
PD,5884,29,0.004240112
PD,5899,22,0.005003628
PD,8297,51,0.000979941
PD,8297,52,0.000979941
PD,8341,51,0.001338201
PD,8352,50,0.009220298
PD,8352,56,0.009220298
PD,8363,51,0.009220298
PD,8363,56,0.009220298
PD,8401,51,0.009220298
PD,8401,56,0.009220298
PD,8428,52,0.002041674
PD,8512,50,0.003885949
PD,8512,56,0.003885949
PD,8712,50,0.009220298
PD,8712,56,0.009220298
PD,8796,50,0.002818429
PD,8937,56,0.000583546
UMX,87,1,0.000277086
UMX,87,10,0.000277086
UMX,87,19,0.000277086
UMX,87,38,0.000277086
UMX,87,82,0.000277086
UMX,274,5,0.000277086
UMX,274,27,0.000277086
UMX,274,47,0.000277086
UMX,274,75,0.000277086
UMX,418,5,0.000277086
UMX,418,27,0.000277086
UMX,418,47,0.000277086
UMX,418,75,0.000277086
UMX,469,5,0.000156189
UMX,469,27,0.000156189
UMX,469,47,0.000156189
UMX,469,75,0.000156189
UMX,470,1,0.000277086
UMX,470,10,0.000277086
UMX,470,19,0.000277086
UMX,470,38,0.000277086
UMX,473,5,0.000277086
UMX,473,27,0.000277086
UMX,473,47,0.000277086
UMX,473,75,0.000277086
UMX,512,5,0.000277086
UMX,512,27,0.000277086
UMX,512,47,0.000277086
UMX,512,75,0.000277086
UMX,520,10,0.000277086
UMX,520,19,0.000277086
UMX,520,38,0.000277086
UMX,520,82,0.000277086
UMX,549,4,0.000216144
UMX,549,6,0.000216144
UMX,549,29,0.000216144
UMX,558,82,0.000277086
UMX,593,1,0.000277086
UMX,593,10,0.000277086
UMX,593,19,0.000277086
UMX,593,38,0.000277086
UMX,593,82,0.000277086
UMX,710,1,0.000277086
UMX,710,10,0.000277086
UMX,710,19,0.000277086
UMX,710,38,0.000277086
UMX,710,82,0.000277086
UMX,768,5,0.000277086
UMX,768,27,0.000277086
UMX,768,75,0.000277086
UMX,839,2,0.000277086
UMX,839,3,0.000277086
UMX,839,10,0.000277086
UMX,839,11,0.000277086
UMX,839,12,0.000277086
UMX,839,14,0.000277086
UMX,839,15,0.000277086
UMX,839,27,0.000277086
UMX,839,28,0.000277086
UMX,839,37,0.000277086
UMX,839,47,0.000277086
UMX,839,57,0.000277086
UMX,839,58,0.000277086
UMX,839,70,0.000277086
UMX,839,71,0.000277086
UMX,839,72,0.000277086
UMX,853,82,0.000277086
UMX,941,1,0.000270719
UMX,941,2,0.000270719
UMX,941,3,0.000270719
UMX,941,10,0.000270719
UMX,941,11,0.000270719
UMX,941,12,0.000270719
UMX,941,14,0.000270719
UMX,941,15,0.000270719
UMX,941,19,0.000270719
UMX,941,28,0.000270719
UMX,941,37,0.000270719
UMX,941,38,0.000270719
UMX,941,47,0.000270719
UMX,941,56,0.000270719
UMX,941,57,0.000270719
UMX,941,58,0.000270719
UMX,941,70,0.000270719
UMX,941,71,0.000270719
UMX,941,72,0.000270719
UMX,965,1,0.000277086
UMX,965,10,0.000277086
UMX,965,19,0.000277086
UMX,965,38,0.000277086
UMX,965,82,0.000277086
UMX,967,5,0.000277086
UMX,967,27,0.000277086
UMX,967,47,0.000277086
UMX,967,75,0.000277086
UMX,969,13,1.51862E-06
UMX,989,5,0.000277086
UMX,989,27,0.000277086
UMX,989,47,0.000277086
UMX,989,75,0.000277086
PD,1167,3,0.000750741
PD,1167,4,0.000750741
PD,1167,38,0.000750741
PD,1190,3,6.73907E-06
PD,1190,4,6.73907E-06
PD,1190,10,6.73907E-06
PD,1190,38,6.73907E-06
PD,1194,3,0.000750741
PD,1194,4,0.000750741
PD,1194,10,0.000750741
PD,1194,38,0.000750741
PD,1480,3,0.000750741
PD,1480,4,0.000750741
PD,1480,10,0.000750741
PD,1480,38,0.000750741
PD,1509,3,0.000750741
PD,1509,4,0.000750741
PD,1509,10,0.000750741
PD,1509,38,0.000750741
PD,1536,3,0.000750741
PD,1536,4,0.000750741
PD,1536,10,0.000750741
PD,1536,38,0.000750741
PD,1565,6,0.000348201
PD,1565,14,0.000348201
PD,1565,15,0.000348201
PD,1565,27,0.000348201
PD,1565,56,0.000348201
PD,1615,3,0.000750741
PD,1615,4,0.000750741
PD,1615,10,0.000750741
PD,1615,38,0.000750741
PD,1720,3,0.000750741
PD,1720,4,0.000750741
PD,1720,10,0.000750741
PD,1720,38,0.000750741
PD,7258,33,0.00322451
PD,7415,33,0.009712504
PD,7443,33,0.00565184
PD,7526,33,0.006094574
PD,7778,33,0.008259275
TR-C3,2885,3,0.000513718
TR-C3,2885,58,0.000513718
TR-C3,2255,3,2.67171E-05
TR-C3,2255,58,2.67171E-05
TR-C3,2566,3,0.000513718
TR-C3,2566,58,0.000513718
TR-C3,2608,3,0.000513718
TR-C3,2608,58,0.000513718
CN,6483,73,9.47603E-05
CN,2729,3,0.003766899
CN,2729,58,0.003766899
CN,2872,3,0.003766899
CN,2872,58,0.003766899
CN,2119,3,0.003766899
CN,2119,58,0.003766899
CN,2187,18,0.002103686
CN,2224,3,0.003731845
CN,2224,58,0.003731845
CN,2433,3,0.000804984
CN,2433,58,0.000804984
CN,2615,6,0.000377245
CN,2615,18,0.000377245
CN,2634,18,0.003708414
PD,1107,6,0.002818358
PD,1107,14,0.002818358
PD,1107,15,0.002818358
PD,1107,56,0.002818358
PD,1125,37,0.002818358
PD,1188,3,0.002818358
PD,1188,4,0.002818358
PD,1188,10,0.002818358
PD,1188,37,0.002818358
PD,1241,6,0.002818358
PD,1241,14,0.002818358
PD,1241,15,0.002818358
PD,1241,25,0.002818358
PD,1241,37,0.002818358
PD,1264,4,0.0027245
PD,1264,10,0.0027245
PD,1350,6,0.002818358
PD,1350,14,0.002818358
PD,1350,15,0.002818358
PD,1350,25,0.002818358
PD,1350,27,0.002818358
PD,1350,29,0.002818358
PD,1350,37,0.002818358
PD,1350,56,0.002818358
PD,1350,57,0.002818358
PD,1382,6,0.002818358
PD,1382,14,0.002818358
PD,1382,15,0.002818358
PD,1382,56,0.002818358
PD,1382,57,0.002818358
PD,1472,3,0.002818358
PD,1472,4,0.002818358
PD,1472,10,0.002818358
PD,1499,4,0.002818358
PD,1499,10,0.002818358
PD,1575,4,1.56946E-05
PD,1575,10,1.56946E-05
PD,1645,3,0.000207808
PD,1645,4,0.000207808
PD,1645,10,0.000207808
PD,1712,3,0.00060998
PD,1712,37,0.00060998
PD,1753,3,0.002818358
PD,1753,37,0.002818358
PD,1830,3,0.002818358
PD,1830,4,0.002818358
PD,1830,10,0.002818358
PD,1830,37,0.002818358
PD,1847,27,0.000855423
PD,1847,29,0.000855423
PD,1901,3,0.002818358
PD,1901,4,0.002818358
PD,1935,3,0.002818358
PD,1935,4,0.002818358
PD,1935,10,0.002818358
PD,1961,3,0.000162726
IL,1220,5,0.008593246
IL,1220,14,0.008593246
IL,1220,15,0.008593246
IL,1420,17,0.003801752
IL,1420,34,0.003801752
IL,1437,5,0.007858149
IL,1462,5,0.007612014
IL,1462,14,0.007612014
IL,1462,15,0.007612014
IL,1482,5,1.8048E-06
IL,1482,14,1.8048E-06
IL,1482,15,1.8048E-06
IL,1555,17,0.005566218
IL,1555,34,0.005566218
IL,1751,5,0.005479499
IL,1751,15,0.005479499
IL,1751,17,0.005479499
IL,1751,34,0.005479499
IL,1842,5,0.008492019
IL,1842,14,0.008492019
IL,1842,15,0.008492019
IL,1855,5,0.008593246
IL,1855,14,0.008593246
IL,1855,15,0.008593246
IL,1873,17,0.003549588
IL,1873,34,0.003549588
IL,1913,5,0.007561607
IL,1913,14,0.007561607
IL,1913,15,0.007561607
PD,1199,6,0.000593802
PD,1199,14,0.000593802
PD,1199,15,0.000593802
PD,1199,25,0.000593802
PD,1199,27,0.000593802
PD,1199,29,0.000593802
PD,1199,37,0.000593802
PD,1199,56,0.000593802
PD,1199,57,0.000593802
PD,1209,2,0.000593802
PD,1209,5,0.000593802
PD,1209,10,0.000593802
PD,1209,28,0.000593802
PD,1250,2,0.000593802
PD,1250,5,0.000593802
PD,1250,10,0.000593802
PD,1250,27,0.000593802
PD,1250,28,0.000593802
PD,1325,2,0.000593802
PD,1325,5,0.000593802
PD,1325,10,0.000593802
PD,1325,28,0.000593802
PD,1521,81,0.000593802
PD,1636,2,0.000593802
PD,1636,5,0.000593802
PD,1636,10,0.000593802
PD,1636,27,0.000593802
PD,1636,28,0.000593802
PD,1650,6,0.000593802
PD,1650,14,0.000593802
PD,1650,15,0.000593802
PD,1650,27,0.000593802
PD,1650,29,0.000593802
PD,1650,37,0.000593802
PD,1650,56,0.000593802
PD,1650,57,0.000593802
PD,1730,6,0.000266499
PD,1730,14,0.000266499
PD,1730,15,0.000266499
PD,1730,27,0.000266499
PD,1730,37,0.000266499
PD,1730,56,0.000266499
PD,1730,57,0.000266499
PD,1767,2,0.000593802
PD,6273,15,0.004091855
PD,6368,15,0.004091855
PD,6368,73,0.004091855
PD,6457,15,0.004091855
PD,6551,15,0.004091855
PD,6551,73,0.004091855
PD,6800,15,0.004091855
PD,6800,73,0.004091855
PD,6812,15,0.004091855
PD,6812,73,0.004091855
PD,6860,15,0.004091855
PD,6860,73,0.004091855
PD,6925,15,0.004091855
PD,6925,73,0.004091855
SR-V2,8119,50,0.001503776
SR-V2,8119,58,0.001503776
SR-V2,8124,58,0.001503776
SR-V2,8131,50,0.001503776
SR-V2,8131,58,0.001503776
SR-V2,8160,58,0.001503776
SR-V2,8180,58,0.001503776
SR-V2,8409,50,2.02931E-05
SR-V2,8769,50,0.001503776
SR-V2,8769,58,0.001503776
SR-V2,6269,55,0.000693314
SR-V2,6269,73,0.000693314
SR-V2,6938,55,0.000962665
SR-V2,6938,73,0.000962665
TR-C3,2698,2,0.00172499
TR-C3,2698,10,0.00172499
TR-C3,2698,11,0.00172499
TR-C3,2698,12,0.00172499
TR-C3,2698,15,0.00172499
TR-C3,2698,28,0.00172499
TR-C3,2698,38,0.00172499
TR-C3,2698,56,0.00172499
TR-C3,2698,57,0.00172499
TR-C3,2698,70,0.00172499
TR-C3,2698,71,0.00172499
TR-C3,2698,72,0.00172499
TR-C3,2965,14,0.00172499
TR-C3,2998,14,0.00172499
TR-C3,2131,2,0.00172499
TR-C3,2131,10,0.00172499
TR-C3,2131,28,0.00172499
TR-C3,2131,38,0.00172499
TR-C3,2171,14,0.00172499
TR-C3,2443,11,0.00172499
TR-C3,2443,37,0.00172499
TR-C3,2465,10,0.00172499
TR-C3,2465,11,0.00172499
TR-C3,2465,12,0.00172499
TR-C3,2465,14,0.00172499
TR-C3,2465,15,0.00172499
TR-C3,2465,37,0.00172499
TR-C3,2465,56,0.00172499
TR-C3,2465,57,0.00172499
TR-C3,2465,70,0.00172499
TR-C3,2465,71,0.00172499
TR-C3,2465,72,0.00172499
TR-C3,2494,14,0.00172499
TR-C3,2576,2,0.00172499
TR-C3,2576,10,0.00172499
TR-C3,2576,28,0.00172499
TR-C3,2576,38,0.00172499
CC-T,4144,18,0.022369385
CC-T,4144,40,0.022369385
CC-T,4324,40,0.022369385
CC-T,4377,18,0.003474559
CC-T,4572,40,5.32245E-06
CC-T,4782,18,0.022369385
CC-T,4782,47,0.022369385
CC-T,4818,40,0.021836175
CC-T,4841,18,0.022369385
CC-T,4876,18,0.019629044
CC-T,4876,40,0.019629044
CC-T,4876,47,0.019629044
CC-T,4968,18,0.00242646
CC-T,4968,40,0.00242646
CC-T,4968,47,0.00242646
UMX,597,10,0.003454712
UMX,597,28,0.003454712
UMX,597,81,0.003454712
UMX,758,10,0.002969992
UMX,758,27,0.002969992
UMX,758,28,0.002969992
UMX,758,81,0.002969992
UMX,1100,1,0.003454712
UMX,1100,2,0.003454712
UMX,1100,3,0.003454712
UMX,1100,4,0.003454712
UMX,1100,5,0.003454712
UMX,1100,6,0.003454712
UMX,1100,11,0.003454712
UMX,1100,12,0.003454712
UMX,1100,14,0.003454712
UMX,1100,15,0.003454712
UMX,1100,19,0.003454712
UMX,1100,25,0.003454712
UMX,1100,27,0.003454712
UMX,1100,37,0.003454712
UMX,1100,47,0.003454712
UMX,1100,56,0.003454712
UMX,1100,57,0.003454712
UMX,1100,58,0.003454712
UMX,1100,70,0.003454712
UMX,1100,71,0.003454712
UMX,1100,72,0.003454712
UMX,1100,75,0.003454712
UMX,1101,1,0.000219064
UMX,1101,2,0.000219064
UMX,1101,3,0.000219064
UMX,1101,4,0.000219064
UMX,1101,5,0.000219064
UMX,1101,6,0.000219064
UMX,1101,11,0.000219064
UMX,1101,12,0.000219064
UMX,1101,14,0.000219064
UMX,1101,15,0.000219064
UMX,1101,19,0.000219064
UMX,1101,25,0.000219064
UMX,1101,27,0.000219064
UMX,1101,29,0.000219064
UMX,1101,37,0.000219064
UMX,1101,38,0.000219064
UMX,1101,47,0.000219064
UMX,1101,56,0.000219064
UMX,1101,57,0.000219064
UMX,1101,58,0.000219064
UMX,1101,70,0.000219064
UMX,1101,71,0.000219064
UMX,1101,72,0.000219064
UMX,1101,75,0.000219064
UMX,1138,2,0.001647607
UMX,1138,5,0.001647607
UMX,1138,10,0.001647607
UMX,1138,28,0.001647607
UMX,1138,81,0.001647607
UMX,1214,6,0.000143639
UMX,1214,14,0.000143639
UMX,1214,15,0.000143639
UMX,1214,25,0.000143639
UMX,1214,27,0.000143639
UMX,1214,37,0.000143639
UMX,1214,56,0.000143639
UMX,1214,57,0.000143639
UMX,1223,10,0.003454712
UMX,1223,28,0.003454712
UMX,1223,81,0.003454712
UMX,1261,2,0.003454712
UMX,1261,5,0.003454712
UMX,1310,2,0.001588491
UMX,1310,3,0.001588491
UMX,1310,4,0.001588491
UMX,1310,6,0.001588491
UMX,1310,11,0.001588491
UMX,1310,12,0.001588491
UMX,1310,14,0.001588491
UMX,1310,15,0.001588491
UMX,1310,37,0.001588491
UMX,1310,47,0.001588491
UMX,1310,56,0.001588491
UMX,1310,57,0.001588491
UMX,1310,58,0.001588491
UMX,1310,70,0.001588491
UMX,1310,71,0.001588491
UMX,1310,72,0.001588491
UMX,1323,6,0.003454712
UMX,1323,14,0.003454712
UMX,1323,15,0.003454712
UMX,1323,25,0.003454712
UMX,1323,27,0.003454712
UMX,1323,29,0.003454712
UMX,1323,56,0.003454712
UMX,1324,1,0.000504057
UMX,1324,2,0.000504057
UMX,1324,3,0.000504057
UMX,1324,4,0.000504057
UMX,1324,5,0.000504057
UMX,1324,6,0.000504057
UMX,1324,11,0.000504057
UMX,1324,12,0.000504057
UMX,1324,14,0.000504057
UMX,1324,15,0.000504057
UMX,1324,19,0.000504057
UMX,1324,29,0.000504057
UMX,1324,37,0.000504057
UMX,1324,47,0.000504057
UMX,1324,56,0.000504057
UMX,1324,58,0.000504057
UMX,1324,71,0.000504057
UMX,1324,72,0.000504057
UMX,1324,75,0.000504057
UMX,1358,10,0.003454712
UMX,1358,27,0.003454712
UMX,1358,28,0.003454712
UMX,1358,81,0.003454712
UMX,1404,2,0.003454712
UMX,1404,5,0.003454712
UMX,1495,2,0.003454712
UMX,1495,5,0.003454712
UMX,1579,6,0.000129541
UMX,1579,14,0.000129541
UMX,1579,15,0.000129541
UMX,1579,25,0.000129541
UMX,1579,27,0.000129541
UMX,1579,37,0.000129541
UMX,1579,56,0.000129541
UMX,1579,57,0.000129541
UMX,1618,6,0.003454712
UMX,1618,14,0.003454712
UMX,1618,15,0.003454712
UMX,1618,25,0.003454712
UMX,1618,27,0.003454712
UMX,1618,29,0.003454712
UMX,1618,37,0.003454712
UMX,1737,3,2.44415E-05
UMX,1737,4,2.44415E-05
UMX,1737,38,2.44415E-05
UMX,1787,1,0.003454712
UMX,1787,2,0.003454712
UMX,1787,3,0.003454712
UMX,1787,4,0.003454712
UMX,1787,5,0.003454712
UMX,1787,6,0.003454712
UMX,1787,11,0.003454712
UMX,1787,12,0.003454712
UMX,1787,14,0.003454712
UMX,1787,15,0.003454712
UMX,1787,19,0.003454712
UMX,1787,25,0.003454712
UMX,1787,27,0.003454712
UMX,1787,29,0.003454712
UMX,1787,37,0.003454712
UMX,1787,47,0.003454712
UMX,1787,56,0.003454712
UMX,1787,57,0.003454712
UMX,1787,58,0.003454712
UMX,1787,70,0.003454712
UMX,1787,71,0.003454712
UMX,1787,72,0.003454712
UMX,1787,75,0.003454712
UMX,1823,3,0.003454712
UMX,1823,4,0.003454712
UMX,1823,38,0.003454712
UMX,1831,2,0.002440254
UMX,1831,5,0.002440254
UMX,1831,10,0.002440254
UMX,1831,28,0.002440254
UMX,1831,81,0.002440254
UMX,1870,56,0.003440513
UMX,1870,57,0.003440513
UMX,1966,2,0.003454712
UMX,1966,5,0.003454712
PD,1121,2,0.001532588
PD,1121,5,0.001532588
PD,1121,10,0.001532588
PD,1121,28,0.001532588
PD,1121,81,0.001532588
PD,1138,2,0.000641628
PD,1138,5,0.000641628
PD,1138,10,0.000641628
PD,1138,28,0.000641628
PD,1138,81,0.000641628
PD,1151,2,0.000512894
PD,1151,5,0.000512894
PD,1151,10,0.000512894
PD,1151,28,0.000512894
PD,1151,81,0.000512894
PD,1214,6,0.001532588
PD,1214,14,0.001532588
PD,1214,15,0.001532588
PD,1214,25,0.001532588
PD,1214,27,0.001532588
PD,1214,37,0.001532588
PD,1214,56,0.001532588
PD,1214,57,0.001532588
PD,1392,6,0.001532588
PD,1392,14,0.001532588
PD,1392,15,0.001532588
PD,1392,27,0.001532588
PD,1392,37,0.001532588
PD,1392,56,0.001532588
PD,1392,57,0.001532588
PD,1397,2,0.001532588
PD,1397,5,0.001532588
PD,1397,10,0.001532588
PD,1397,28,0.001532588
PD,1397,81,0.001532588
PD,1579,6,0.001532588
PD,1579,14,0.001532588
PD,1579,15,0.001532588
PD,1579,25,0.001532588
PD,1579,27,0.001532588
PD,1579,37,0.001532588
PD,1579,56,0.001532588
PD,1579,57,0.001532588
PD,1664,2,0.001532588
PD,1664,5,0.001532588
PD,1664,10,0.001532588
PD,1664,28,0.001532588
PD,1664,81,0.001532588
PD,1831,2,0.001532588
PD,1831,5,0.001532588
PD,1831,10,0.001532588
PD,1831,28,0.001532588
PD,1831,81,0.001532588
PD,1834,2,0.000532892
PD,1834,5,0.000532892
PD,1834,10,0.000532892
PD,1834,27,0.000532892
PD,1834,28,0.000532892
PD,1834,81,0.000532892
PD,1927,6,0.001532588
PD,1927,14,0.001532588
PD,1927,15,0.001532588
PD,1927,27,0.001532588
PD,1927,37,0.001532588
PD,1927,56,0.001532588
PD,1996,2,0.001532588
PD,1996,5,0.001532588
PD,1996,10,0.001532588
PD,1996,27,0.001532588
PD,1996,28,0.001532588
PD,1996,81,0.001532588
SR-V2,5127,21,0.007799833
SR-V2,5173,21,3.11705E-05
SR-V2,5173,29,3.11705E-05
SR-V2,5260,22,0.003775932
SR-V2,5342,22,0.009463131
SR-V2,5397,22,0.016095214
SR-V2,5421,22,0.013249741
SR-V2,5536,22,0.005351144
SR-V2,5663,22,0.000766652
SR-V2,5715,22,0.041249713
SR-V2,5765,21,0.00744062
SR-V2,5796,22,0.007361245
SR-V2,5835,22,0.005711846
A,7320,35,0.042094957
A,7325,35,0.000186222
A,7416,35,0.01314707
A,7558,35,0.046303479
A,7919,35,0.025530339
TR-V2,1190,3,0.000485452
TR-V2,1190,4,0.000485452
TR-V2,1190,10,0.000485452
TR-V2,1190,38,0.000485452
TR-V2,1505,3,0.000485452
TR-V2,1505,4,0.000485452
TR-V2,1505,10,0.000485452
TR-V2,1505,38,0.000485452
TR-V2,1530,3,0.00015218
TR-V2,1530,4,0.00015218
TR-V2,1530,10,0.00015218
TR-V2,1530,38,0.00015218
TR-V2,1559,3,0.000485452
TR-V2,1559,4,0.000485452
TR-V2,1559,10,0.000485452
TR-V2,1559,38,0.000485452
TR-V2,1750,3,0.000485452
TR-V2,1750,4,0.000485452
TR-V2,1750,10,0.000485452
TR-V2,1750,38,0.000485452
TR-V2,1878,3,0.000485452
TR-V2,1878,4,0.000485452
TR-V2,1878,10,0.000485452
TR-V2,1878,38,0.000485452
TR-V2,1959,3,0.000485452
TR-V2,1959,4,0.000485452
TR-V2,1959,10,0.000485452
TR-V2,1959,38,0.000485452
PD,2752,2,0.002069879
PD,2812,2,0.001490168
PD,2812,11,0.001490168
PD,2846,10,0.002069879
PD,2846,15,0.002069879
PD,2923,10,0.002069879
PD,2923,12,0.002069879
PD,2923,15,0.002069879
PD,2923,28,0.002069879
PD,2923,37,0.002069879
PD,2923,70,0.002069879
PD,2923,71,0.002069879
PD,2923,72,0.002069879
PD,2184,2,0.002069879
PD,2184,10,0.002069879
PD,2184,15,0.002069879
PD,2191,2,1.04553E-05
PD,2191,10,1.04553E-05
PD,2191,11,1.04553E-05
PD,2191,12,1.04553E-05
PD,2191,15,1.04553E-05
PD,2191,28,1.04553E-05
PD,2191,37,1.04553E-05
PD,2191,56,1.04553E-05
PD,2191,57,1.04553E-05
PD,2191,70,1.04553E-05
PD,2191,71,1.04553E-05
PD,2191,72,1.04553E-05
PD,2199,2,0.002069879
PD,2200,10,0.001444539
PD,2200,12,0.001444539
PD,2200,15,0.001444539
PD,2200,28,0.001444539
PD,2200,56,0.001444539
PD,2200,57,0.001444539
PD,2200,70,0.001444539
PD,2200,71,0.001444539
PD,2200,72,0.001444539
PD,2362,2,0.001185703
PD,2362,11,0.001185703
PD,2370,12,0.002069879
PD,2370,15,0.002069879
PD,2370,28,0.002069879
PD,2370,70,0.002069879
PD,2370,71,0.002069879
PD,2370,72,0.002069879
PD,2395,2,0.002069879
PD,2395,10,0.002069879
PD,2395,15,0.002069879
PD,2395,37,0.002069879
PD,2500,2,0.002069879
PD,2501,2,0.001965114
SR-C3,9137,30,0.00622077
SR-C3,9243,30,0.012555417
SR-C3,9277,30,0.004199943
SR-C3,9420,30,0.000218449
SR-C3,9439,30,0.012555417
SR-C3,9568,33,0.002402471
SR-C3,9591,30,9.68879E-05
SR-C3,9652,30,0.003419169
SR-C3,9652,33,0.003419169
SR-C3,9770,30,0.012555417
SR-C3,9844,30,0.012555417
SR-C3,9892,30,0.006156908
NMX,147,13,0.000735394
NMX,147,44,0.000735394
NMX,192,13,0.000735394
NMX,192,44,0.000735394
NMX,289,13,0.000735394
NMX,346,13,0.000735394
NMX,357,44,0.000735394
NMX,367,13,0.000705394
NMX,570,44,0.000735394
NMX,602,13,0.000735394
NMX,821,44,0.000735394
TR-C3,2702,6,0.000242135
TR-C3,2773,6,0.000242135
TR-C3,2855,19,0.000242135
TR-C3,2899,6,0.000242135
TR-C3,2969,19,0.000242135
TR-C3,2135,19,0.000242135
TR-C3,2164,6,0.000242135
TR-C3,2306,19,0.000242135
TR-C3,2377,6,7.31461E-05
TR-C3,2503,19,0.000242135
TR-C3,2517,19,0.000242135
TR-C3,2624,19,0.000242135
TR-C3,2640,19,0.000242135
CC-T,8218,56,0.009877914
CC-T,8259,56,0.002620446
CC-T,8263,56,0.008191792
CC-T,8263,57,0.008191792
CC-T,8388,56,0.000924911
CC-T,8592,56,0.009877914
CC-T,8845,56,0.006539746
CC-T,8845,57,0.006539746
CC-T,8849,56,0.009877914
CC-T,8868,56,0.009877914
CC-T,8868,57,0.009877914
TR-C3,4191,18,0.001986301
TR-C3,4191,19,0.001986301
TR-C3,4202,18,0.003346916
TR-C3,4218,19,0.000936373
TR-C3,4333,18,0.004141647
TR-C3,4333,19,0.004141647
TR-C3,4446,18,0.006827195
TR-C3,4573,19,0.006827195
TR-C3,4580,18,0.005918736
TR-C3,4769,18,0.005811132
TR-C3,4769,19,0.005811132
TR-C3,4791,18,0.006827195
TR-C3,4806,18,0.006827195
TR-C3,4806,19,0.006827195
TR-C3,4847,18,0.006827195
TR-C3,4847,19,0.006827195
TR-C3,4849,18,0.006761259
TR-C3,4856,18,0.004652182
TR-C3,4990,18,0.006827195
PD,1141,6,5.11801E-05
PD,1141,14,5.11801E-05
PD,1141,15,5.11801E-05
PD,1202,4,0.000359082
PD,1202,10,0.000359082
PD,1264,4,0.000645408
PD,1264,10,0.000645408
PD,1343,4,0.000645408
PD,1343,10,0.000645408
PD,1388,3,0.000645408
PD,1388,37,0.000645408
PD,1388,38,0.000645408
PD,1398,3,0.000645408
PD,1398,38,0.000645408
PD,1499,4,0.000375622
PD,1499,10,0.000375622
PD,1538,4,0.000645408
PD,1538,10,0.000645408
PD,1566,38,0.000645408
PD,1575,4,0.000645408
PD,1575,10,0.000645408
PD,1643,3,0.000645408
PD,1643,37,0.000645408
PD,1643,38,0.000645408
PD,1659,4,0.000645408
PD,1659,10,0.000645408
PD,1682,3,2.9128E-05
PD,1682,37,2.9128E-05
PD,1682,38,2.9128E-05
PD,1712,3,0.000645408
PD,1712,37,0.000645408
PD,1784,3,0.000645408
PD,1784,38,0.000645408
PD,1887,3,0.000645408
PD,1887,38,0.000645408
PD,1961,3,0.000645408
PD,1995,3,0.000645408
PD,1995,38,0.000645408
PD,7415,33,0.000496692
PD,7526,33,0.000496692
PD,7778,33,0.000496692
PD,9131,26,0.00056745
PD,9273,26,0.001631977
PD,9501,26,0.022651107
PD,9822,26,0.021515393
CN,8163,56,0.005507122
CN,8230,56,0.021218745
CN,8259,56,0.000482723
CN,8375,56,0.0130188
CN,8388,56,0.000138969
CN,8592,56,0.013541018
CN,8644,56,0.010479089
CN,8644,57,0.010479089
CN,8751,56,0.017449529
CN,8849,56,0.009979686
PD,9274,17,0.003714668
PD,9274,20,0.003714668
PD,9837,17,0.002896158
PD,9837,20,0.002896158
TR-V1,346,13,0.000246858
TR-V1,367,13,0.001323409
TR-V1,424,13,0.001323409
TR-V1,465,13,0.001323409
TR-V1,522,13,0.001107582
TR-V1,621,11,0.001323409
TR-V1,621,12,0.001323409
PD,6173,15,0.001972421
PD,6365,15,0.001972421
PD,6365,73,0.001972421
PD,6385,73,0.001972421
PD,6430,15,0.001937535
PD,6430,73,0.001937535
PD,6474,15,0.001972421
PD,6483,73,0.000885555
PD,6490,15,0.001972421
PD,6490,73,0.001972421
PD,6527,15,0.001972421
PD,6527,73,0.001972421
PD,6605,15,0.001972421
PD,6700,73,0.001972421
PD,6840,15,0.001972421
PD,6840,73,0.001972421
PD,313,10,0.003603807
