ZONING_COD,StopID,Route,area_sq_mi
PD,8597,55,0.007112963
PD,8728,55,0.01090854
PD,8866,55,0.002065074
PD,8953,55,0.012510515
TR-C3,2691,6,0.000145604
TR-C3,2700,6,0.006161949
TR-C3,2702,6,0.001871924
TR-C3,2773,6,0.002682657
TR-C3,2850,6,0.001404569
TR-C3,2855,19,0.006161949
TR-C3,2885,3,0.002158466
TR-C3,2885,58,0.002158466
TR-C3,2899,6,0.006161949
TR-C3,2949,6,0.006161949
TR-C3,2969,19,0.006161949
TR-C3,2135,19,0.003600673
TR-C3,2164,6,0.005799052
TR-C3,2306,19,0.006128038
TR-C3,2517,19,0.006161949
TR-C3,2566,3,0.003388291
TR-C3,2566,58,0.003388291
TR-C3,2608,3,0.000465568
TR-C3,2608,58,0.000465568
TR-C3,2640,19,0.006032962
TSS,5,80,0.000949383
TSS,47,27,0.000941805
TSS,56,81,0.000146627
TSS,133,1,0.000679845
TSS,133,2,0.000679845
TSS,133,3,0.000679845
TSS,133,10,0.000679845
TSS,133,12,0.000679845
TSS,133,19,0.000679845
TSS,133,29,0.000679845
TSS,133,37,0.000679845
TSS,133,58,0.000679845
TSS,133,82,0.000679845
TSS,160,1,0.000949383
TSS,160,2,0.000949383
TSS,160,3,0.000949383
TSS,160,10,0.000949383
TSS,160,12,0.000949383
TSS,160,14,0.000949383
TSS,160,15,0.000949383
TSS,160,19,0.000949383
TSS,160,37,0.000949383
TSS,160,48,0.000949383
TSS,160,56,0.000949383
TSS,160,57,0.000949383
TSS,160,58,0.000949383
TSS,160,70,0.000949383
TSS,160,71,0.000949383
TSS,160,72,0.000949383
TSS,178,1,0.000949383
TSS,178,2,0.000949383
TSS,178,3,0.000949383
TSS,178,10,0.000949383
TSS,178,12,0.000949383
TSS,178,14,0.000949383
TSS,178,15,0.000949383
TSS,178,19,0.000949383
TSS,178,37,0.000949383
TSS,178,48,0.000949383
TSS,178,56,0.000949383
TSS,178,57,0.000949383
TSS,178,58,0.000949383
TSS,178,70,0.000949383
TSS,178,71,0.000949383
TSS,178,72,0.000949383
TSS,184,11,0.000949383
TSS,184,28,0.000949383
TSS,184,38,0.000949383
TSS,184,44,0.000949383
TSS,184,80,0.000949383
TSS,298,11,0.000104376
TSS,298,28,0.000104376
TSS,298,38,0.000104376
TSS,298,44,0.000104376
TSS,298,80,0.000104376
TSS,336,80,0.000949383
TSS,438,11,0.000949383
TSS,438,27,0.000949383
TSS,438,28,0.000949383
TSS,438,38,0.000949383
TSS,438,44,0.000949383
TSS,438,80,0.000949383
TSS,488,11,0.000949383
TSS,488,28,0.000949383
TSS,488,38,0.000949383
TSS,488,44,0.000949383
TSS,488,80,0.000949383
TSS,488,84,0.000949383
TSS,490,11,0.000949383
TSS,490,27,0.000949383
TSS,490,28,0.000949383
TSS,490,38,0.000949383
TSS,490,44,0.000949383
TSS,532,11,0.000657375
TSS,532,28,0.000657375
TSS,532,38,0.000657375
TSS,532,44,0.000657375
TSS,532,80,0.000657375
TSS,532,84,0.000657375
TSS,573,11,0.000949383
TSS,573,27,0.000949383
TSS,573,28,0.000949383
