StopID,Route,DailyBoard
1250,5,9.54
1250,10,19.03
1250,27,0.33
1250,28,34.01
1254,2,22.05
1254,28,6
1256,3,2.34
1256,38,19.17
1260,3,0.17
1260,38,0.5
1261,2,11.19
1261,5,13.22
1264,4,5.54
1264,10,1.34
1269,6,31.76
1269,25,0.67
2670,67,2.34
2672,6,5.01
2678,19,0.17
2684,2,0.17
2691,6,22.9
2693,14,16.51
2698,2,25.23
2698,10,23.37
2698,11,6.83
2698,12,0.83
2698,15,48.73
2698,28,1.5
2698,38,0.17
2698,56,9.5
2698,57,16.67
2698,70,15.03
2698,71,18.57
2698,72,36.27
2700,6,1.17
2701,6,8.86
2701,11,1.33
2702,6,75.22
2711,11,12.17
2712,2,8.69
2712,10,3.67
2712,11,1.33
2712,12,0.67
2712,15,4.37
2712,28,1
2712,70,0.33
2717,1,9.37
2717,2,87.55
2717,10,66.94
2717,19,23.43
2717,37,50.83
2717,48,2.67
2718,15,0.17
2725,14,42.52
2729,3,3.68
2729,58,3.51
2734,6,1
2737,6,14.04
2738,14,0.17
2741,2,32.75
2741,11,2.67
2742,14,0.67
2752,2,21.05
2753,3,11.2
2753,19,9.54
2753,58,5.19
2755,2,22.56
2755,10,18.19
2755,11,2.67
2755,12,0.83
2755,15,10.08
2755,28,0.83
2755,37,0.84
2755,70,4.01
2770,2,103.42
2770,10,33.89
2770,28,1
2770,38,0.5
2773,6,79.06
2775,14,10.17
2778,3,0.67
2787,15,16.8
2790,70,0.33
2790,71,0.17
2790,72,0.17
2793,67,2.84
2798,2,1
2798,28,0.5
2801,3,27.75
2801,58,5.69
2806,2,18.04
2806,10,28.21
2806,19,1.17
2806,37,0.34
2812,2,28.74
2812,11,1.17
2822,2,29.24
2822,10,9.85
2822,11,0.5
2822,44,0.17
2829,6,18.39
2829,11,9.67
2836,3,0.33
2836,19,0.17
2840,14,2.67
2846,10,0.67
2846,15,1.01
2850,6,7.35
2855,19,7.87
2856,3,1.34
2856,58,0.17
2867,70,0.17
2872,3,0.5
2872,58,0.17
2874,6,1.17
2880,19,7.36
2881,80,9.01
2883,3,18.56
2883,19,11.21
2883,58,6.86
2885,3,40.45
2885,58,8.2
2889,6,2.17
2890,6,0.67
2892,70,19.04
2892,71,16.21
2892,72,16.69
2898,2,1.67
2899,6,25.07
2901,11,6.33
2902,15,3.19
2902,28,1.5
2902,38,1.01
2916,2,108.27
2916,10,57.92
2916,11,13
2916,44,1
2918,3,0.5
2921,1,2.17
2921,2,40.93
2921,10,25.21
2921,19,10.38
2921,37,26.68
2921,48,0.5
2923,10,24.2
2923,12,1.17
2923,15,13.95
2923,28,0.83
2923,37,1.01
2923,70,4.18
2923,71,3.55
2923,72,5.11
2925,2,5.35
2925,12,3
2925,28,2.83
2925,67,0.84
2937,6,3.51
2938,80,1.84
2939,6,3.51
2939,18,0.84
2940,3,4.18
2940,58,0.84
2945,2,32.41
2945,10,49.08
2945,11,5.83
2945,12,0.33
2945,15,21.84
2945,28,1.17
2945,37,0.67
2945,56,3.17
2945,57,4
2945,70,10.52
2945,71,4.56
2945,72,6.81
2946,58,0.17
2949,6,11.7
2965,14,6.84
2969,19,2.51
2972,6,7.35
2972,18,7.26
2975,6,9.03
2978,11,4.5
2978,28,2.83
2978,38,2.02
2978,44,1.5
2978,80,80.96
2980,6,0.67
2982,6,1.34
2982,11,0.5
2984,2,0.17
2984,6,2.51
2984,67,0.33
2996,11,4.33
2996,28,4.17
2996,38,2.02
2996,44,0.33
2996,80,98.66
2996,81,19.17
2998,14,0.5
3100,12,4
3105,11,0.17
3153,31,0.33
3155,16,4.19
3163,16,1.01
3195,11,5.33
3195,12,35.2
3196,12,21.69
3207,16,14.41
3216,12,3.34
3231,16,2.68
3235,16,1.01
3240,11,0.83
3243,31,5.35
3252,16,4.02
3259,16,25.47
3273,31,4.35
3300,11,0.33
3300,16,15.41
3301,16,11.56
3311,31,2.84
3368,11,2
3368,16,9.72
3371,16,2.18
3393,16,22.28
3429,16,5.7
3448,16,1.34
3450,11,2
3450,16,3.69
3457,16,10.22
3487,31,0.5
3500,16,10.72
3513,16,16.92
3518,16,4.02
3550,11,0.67
3564,11,2.67
3572,16,4.19
3588,16,43.4
3592,31,4.68
3600,16,17.26
3615,11,0.17
3615,16,6.2
3622,11,1.33
3622,12,3
3622,16,13.57
3645,31,0.67
3680,12,3.5
3732,16,14.74
3733,16,4.52
3740,31,0.33
3758,31,0.67
3772,11,0.5
3772,16,27.65
3787,11,3.5
3787,16,13.91
3799,31,1.17
3811,11,0.83
3821,16,9.22
3827,31,9.36
3832,16,4.52
3841,16,14.41
3913,16,38.37
3941,16,8.71
3946,16,7.37
3952,31,0.5
3962,16,14.41
3968,16,6.2
3980,16,3.35
4085,19,1
4108,40,3.84
4121,19,6.19
4122,19,0.5
4129,19,6.7
4137,49,4.67
4138,52,1.01
4139,18,0.51
4141,19,2.85
4144,18,2.53
4144,40,6.35
4151,52,2.85
4156,75,1.68
4158,18,4.39
4171,52,19.8
4179,18,9.97
4179,19,7.7
4182,40,8.85
4182,47,8.19
4182,49,5.83
4188,40,0.5
4188,47,0.17
4191,18,5.74
4191,19,2.51
4192,40,2.84
4192,47,0.33
4193,49,1.83
4194,49,1
4197,49,2.17
4201,52,12.25
4202,18,3.55
4216,40,1.84
4218,19,0.84
4224,18,4.05
4224,47,4.34
4240,75,4.02
4253,49,2.17
4257,19,4.52
4261,75,6.53
4263,18,5.41
4295,18,8.95
4295,19,3.35
4310,75,0.67
4320,40,2.17
4324,40,17.88
4325,40,7.18
4326,18,2.2
4333,18,1.01
4333,19,1.67
4340,19,2.51
4342,18,1.86
4343,49,10.33
4347,19,15.9
4354,18,1.52
4355,18,4.9
4360,40,3.68
4360,47,5.68
4368,18,0.34
4373,18,0.84
4373,40,4.34
4377,18,1.01
4379,52,1.34
4382,19,0.17
4401,55,63.39
4401,75,167.7
4412,18,0.34
4419,40,4.68
4426,18,0.34
4430,18,8.11
4435,49,0.17
4436,49,0.17
4437,18,6.76
4443,18,1.35
4443,40,21.38
4443,47,5.18
4443,49,1.17
4446,18,12.16
4450,52,11.92
4456,18,8.45
4456,19,0.5
4457,75,10.22
4466,40,0.17
4466,47,0.5
4481,18,0.17
4494,18,0.17
4500,18,4.56
4501,19,21.09
4516,40,1.17
4519,75,5.36
4520,49,0.17
4523,40,28.57
4523,47,15.37
4523,49,2.83
4539,18,0.84
4541,52,0.67
4550,49,0.17
4551,18,3.04
4556,75,2.18
4559,75,2.85
4560,18,2.7
4572,40,2.51
4573,19,7.36
4580,18,0.17
4582,19,3.68
4589,52,5.87
4613,40,39.59
4613,47,8.85
4622,49,0.67
4623,75,3.18
4625,49,0.83
4637,40,0.17
4637,49,0.17
4643,52,4.7
4648,49,1
4654,52,0.17
4655,19,1.84
4660,49,0.67
4663,18,7.43
4682,49,0.33
4685,18,2.03
4685,19,0.67
4688,18,2.7
4699,40,4.18
4699,47,8.35
4699,49,1.67
4701,49,0.5
4707,40,0.5
4707,47,2.17
4707,49,0.17
4707,75,2.35
4712,40,16.37
4714,18,11.49
4714,19,2.85
4719,18,3.55
4732,75,2.35
4739,18,4.56
4739,40,23.72
4751,18,2.03
4752,40,3.17
4752,47,4.01
4755,75,5.03
4761,18,8.62
4766,49,1.83
4767,49,0.67
4769,18,3.38
4769,19,0.67
4770,19,3.18
4776,18,1.35
4782,18,1.69
4782,47,3.17
4787,18,0.34
4787,47,0.17
4788,40,4.18
4788,47,4.84
4788,49,1
4791,18,18.08
4798,18,1.35
4798,19,0.17
4801,49,1.83
4806,18,15.04
4806,19,1.84
4812,75,1.84
4818,40,7.68
4822,52,3.52
4830,19,0.17
4836,52,1.01
4837,40,41.43
4837,47,10.19
4838,75,1.01
4841,18,7.6
4845,18,0.34
4845,40,3.68
4845,47,6.52
4847,18,5.07
4847,19,1.51
4849,18,12.16
4856,18,3.21
4861,18,10.81
4861,19,5.52
4865,18,0.17
4873,18,0.17
4876,18,4.9
4876,40,7.85
4876,47,7.52
4879,19,4.69
4882,18,1.52
4882,47,1.67
4887,49,0.17
4889,75,0.5
4894,49,0.83
4894,75,11.9
4905,75,4.19
4909,19,1
4914,40,0.33
4914,47,2.17
4916,19,5.19
4918,75,0.17
4927,19,0.17
4929,19,4.02
4936,49,0.83
4941,40,3.51
4941,47,9.35
4941,49,0.17
4945,40,2.17
4945,47,2.67
4953,40,12.86
4953,47,5.51
4957,19,2.18
4963,75,7.04
4967,19,3.18
4968,18,0.17
4968,40,0.17
4968,47,2.17
4972,52,4.2
4980,19,0.67
4990,18,5.07
4993,52,1.85
5105,21,3.84
5109,21,54.75
5125,22,2.84
5126,29,0.36
5127,21,10.68
5138,21,22.54
5142,22,20.58
5143,21,0.67
5149,22,18.9
5162,22,17.9
5164,21,13.02
5173,21,1.67
5173,29,2.19
5178,22,3.01
5193,22,8.87
5197,22,6.69
5203,22,1.51
5223,29,0.91
5228,21,2.17
5236,29,2.01
5256,29,7.47
5260,22,2.01
5287,21,8.85
5304,22,19.74
5306,21,21.87
5320,21,7.51
5320,29,0.91
5335,21,2
5342,22,22.08
5346,21,7.01
5346,22,10.71
5356,21,7.85
5358,22,7.7
5366,21,4.84
5366,22,3.68
5382,22,52.53
5397,22,1
5407,22,5.69
5411,21,11.35
5414,21,19.87
5420,20,9.67
5420,21,4.17
5421,22,11.04
5427,21,4.17
5432,21,0.5
5432,29,2.01
5433,21,1
5444,29,0.91
5482,21,1.5
5520,21,2
5536,22,6.36
5549,21,38.23
5607,21,0.33
5625,21,2.34
5628,29,1.09
5657,22,8.03
5663,22,5.35
5683,22,12.21
5715,22,79.29
5725,29,2.92
5733,20,3
5733,21,3.51
5748,22,2.17
5765,21,8.35
5777,21,0.83
5796,22,37.97
5797,21,3.34
5815,22,4.18
5816,29,2.55
5823,22,17.23
5835,22,3.18
5845,29,0.73
5847,21,20.2
5856,20,3.5
5856,21,2.5
5856,29,2.92
5865,21,5.01
5884,29,5.47
5888,21,1.67
5888,29,1.46
5899,22,11.38
5950,22,5.85
5993,21,7.68
6105,55,0.17
6105,73,14.17
6106,70,3.67
6106,71,2.19
6109,70,2.17
6109,71,8.78
6110,70,5.01
6110,72,9.02
6111,70,1.67
6111,71,1.01
6115,15,14.96
6120,70,4.84
6120,72,5.79
6121,15,1.18
6122,71,0.34
6122,73,0.67
6123,73,3
6129,14,4.5
6129,67,10.37
6130,14,4.84
6130,15,3.19
6134,71,0.68
6138,71,0.17
6140,15,0.5
6141,71,5.23
6142,71,0.17
6148,14,0.67
6149,15,3.02
6149,73,0.33
6150,71,0.17
6151,14,5.17
6151,67,4.01
6157,70,0.67
6157,72,0.51
6159,67,16.73
6161,15,7.23
6166,15,2.52
6167,70,1.67
6167,72,2.72
6169,73,2.83
6171,70,0.67
6171,71,0.34
6171,72,1.02
6173,15,8.07
6176,15,0.17
6177,70,0.17
6177,72,0.34
6180,73,0.33
6188,73,1
6189,15,35.96
6192,71,0.34
6193,73,10.51
6196,70,0.17
6196,71,5.4
6197,14,6.5
6199,73,12.17
6204,73,0.83
6207,70,3.84
6207,72,7.66
6213,71,1.69
6213,72,3.75
6218,73,0.83
6223,73,9.5
6226,72,1.36
6231,70,2
6231,71,0.51
6233,15,8.91
6237,73,3.84
6238,71,0.84
6239,14,17.17
6241,73,3.84
6243,72,1.02
6244,14,0.17
6245,15,7.73
6246,15,0.17
6253,14,7.67
6253,15,3.53
6258,15,2.35
6261,71,1.35
6264,72,1.02
6265,3,0.17
6265,73,0.17
6266,73,1
6269,55,0.84
6269,73,9.5
6273,15,1.01
6277,14,8.34
6277,15,5.21
6281,67,15.05
6282,71,2.87
6288,70,0.5
6288,72,1.7
6291,70,11.69
6291,71,3.55
6291,72,7.32
6296,3,11.03
6296,73,0.67
6300,14,0.83
6301,72,0.85
6306,72,6.13
6309,15,10.08
6311,71,0.17
6313,70,1.67
6313,71,2.03
6318,70,4.18
6318,72,0.17
6319,73,2.17
6322,71,0.68
6322,72,10.73
6323,14,3.67
6325,70,0.5
6325,71,7.26
6326,70,5.35
6326,71,1.52
6326,72,2.89
6327,15,9.91
6330,14,0.5
6330,67,9.2
6332,67,29.27
6334,73,2
6335,72,0.34
6336,73,0.5
6337,71,0.34
6338,15,2.02
6340,15,0.17
6349,14,3.83
6350,67,80.46
6351,14,30.51
6354,71,1.01
6354,73,2.83
6355,71,6.42
6355,73,0.17
6357,73,3.84
6359,72,0.51
6363,71,0.51
6364,70,0.33
6364,71,0.34
6365,15,12.27
6365,73,2.33
6368,15,3.36
6368,73,2.17
6369,72,2.72
6372,70,3.17
6382,73,2
6385,73,0.67
6388,70,0.33
6394,70,2.67
6394,71,2.53
6394,72,3.06
6395,70,1
6395,72,1.19
6402,73,1
6418,14,0.5
6418,67,22.08
6420,71,0.17
6420,72,6.47
6421,70,3.17
6421,72,1.87
6422,73,2.5
6423,3,0.33
6423,73,0.5
6426,67,4.18
6427,15,1.85
6427,73,0.17
6430,15,6.72
6430,73,5.34
6433,71,7.43
6435,14,1.83
6439,70,0.5
6439,71,0.34
6439,72,0.17
6440,15,0.17
6441,70,1.34
6441,71,8.78
6447,14,9.67
6449,15,2.69
6450,14,0.17
6450,15,0.34
6455,73,0.17
6457,15,3.02
6458,70,0.84
6458,72,0.51
6459,14,5
6460,14,6.34
6464,73,1.83
6466,15,1.01
6470,70,0.5
6470,71,0.17
6471,70,0.67
6474,15,0.34
6475,72,8.68
6476,70,15.87
6476,73,19.68
6482,14,0.5
6482,67,5.52
6483,73,1.17
6484,70,0.17
6489,70,1.5
6489,72,2.89
6490,15,1.01
6490,73,2.67
6499,14,4.5
6501,14,7
6506,15,6.89
6511,15,1.85
6516,14,0.5
6516,67,12.38
6519,15,0.84
6519,73,0.17
6526,70,2
6527,15,0.34
6527,73,0.5
6529,72,2.04
6531,15,12.77
6533,67,13.05
6539,15,14.79
6541,3,1.84
6543,71,4.73
6551,15,1.68
6551,73,0.17
6560,70,0.84
6560,72,8.68
6569,70,0.33
6569,72,2.89
6570,15,1.01
6582,70,1
6582,72,5.45
6585,15,2.18
6588,15,0.17
6591,72,0.34
6592,70,0.17
6596,15,2.35
6605,15,1.18
6607,71,1.86
6611,70,0.33
6611,71,0.17
6615,15,29.41
6625,70,0.67
6625,72,0.34
6627,70,1.67
6627,72,3.58
6628,70,1.34
6628,72,0.85
6630,73,0.83
6631,67,5.19
6632,70,0.17
6632,71,0.17
6633,15,3.7
6635,72,0.51
6638,73,4.34
6639,70,0.5
6642,70,5.51
6642,72,1.02
6647,71,0.84
6650,70,0.67
6650,72,6.47
6651,70,1.67
6651,72,1.02
6653,70,2.67
6653,72,6.13
6655,72,2.89
6656,70,0.17
6656,72,0.51
6660,73,1.5
6663,70,3.51
6663,72,0.34
6665,15,7.56
6667,70,1
6667,72,1.87
6667,73,0.17
6673,70,0.33
6673,71,8.61
6673,72,0.51
6676,70,0.67
6676,72,8.85
6683,70,0.33
6683,72,0.17
6684,70,0.17
6684,72,0.68
6685,73,4.34
6691,70,0.67
6698,71,0.84
6700,73,0.67
6706,70,0.67
6706,72,19.92
6717,71,3.55
6720,55,4.88
6720,73,1.33
6721,70,3.51
6723,71,3.21
6724,67,7.69
6728,3,0.84
6733,15,4.03
6733,73,0.17
6748,15,0.5
6748,73,3.84
6751,73,0.17
6755,14,2.33
6758,72,1.02
6767,15,4.54
6771,3,7.52
6775,72,0.68
6783,15,6.05
6784,15,7.06
6785,70,0.84
6785,71,0.34
6787,67,6.52
6796,15,1.51
6796,73,0.17
6798,72,0.51
6800,15,2.52
6800,73,3.5
6805,70,0.17
6805,72,1.53
6811,73,0.33
6812,15,1.85
6812,73,3.33
6817,15,9.41
6820,14,0.83
6820,67,1.51
6822,71,1.01
6823,73,0.17
6825,70,0.17
6827,15,1.85
6828,72,0.68
6838,73,1.67
6840,15,2.69
6840,73,4.67
6842,73,0.67
6848,15,2.69
6851,72,2.04
6852,70,0.5
6853,70,0.33
6854,15,1.34
6857,15,9.75
6858,14,6.84
6860,15,1.01
6860,73,2
6863,73,1
6868,15,1.34
6873,15,19.16
6878,70,21.88
6878,72,17.37
6881,70,1
6881,71,3.71
6883,14,8.67
6883,67,36.3
6884,15,1.18
6889,71,1.69
6889,73,0.67
6891,70,1.67
6891,71,2.03
6894,70,14.87
6894,71,13.68
6894,72,2.21
6899,70,2.34
6899,71,4.9
6901,70,1.67
6901,72,8.85
6902,15,1.01
6903,14,4
6903,67,11.88
6915,71,10.81
6918,15,0.34
6921,15,19.49
6923,15,1.18
6923,73,0.83
6924,72,1.87
6925,15,1.68
6925,73,1.67
6926,67,20.24
6927,70,0.33
6927,72,1.36
6938,55,5.21
6938,73,5.67
6941,14,4.67
6941,67,21.41
6944,15,2.69
6952,73,0.67
6958,72,0.17
6965,70,0.33
6966,70,3.01
6966,71,0.34
6972,15,1.18
6973,70,2.51
6973,72,3.23
6979,73,7.34
6981,15,1.18
6983,70,0.33
6983,71,1.18
6983,72,0.17
6984,67,15.89
6987,15,2.18
7107,16,9.89
7107,38,1.85
7114,31,1.17
7115,16,1.34
7115,38,1.35
7117,32,1.26
7119,16,2.01
7119,31,0.33
7119,38,1.51
7121,32,0.36
7121,35,2.34
7125,32,0.18
7125,35,0.67
7128,33,1
7131,16,0.67
7137,38,2.19
7144,16,30.16
7144,31,2.84
7144,38,0.17
7148,33,0.17
7150,35,0.33
7151,32,0.18
7151,35,0.67
7152,16,2.18
7154,32,0.18
7167,30,1.84
7167,32,1.26
7167,33,4.33
7167,35,0.83
7169,30,10.51
7169,32,0.18
7169,35,0.5
7176,32,1.44
7176,35,0.67
7180,32,0.18
7180,35,0.83
7181,32,0.18
7181,35,1
7182,16,0.5
7182,31,0.17
7184,35,0.67
7188,32,0.54
7188,35,1.34
7190,30,0.17
7190,32,1.26
7190,33,1
7190,35,1.17
7194,16,0.67
7199,39,1.5
7203,32,0.18
7209,30,0.5
7209,32,0.72
7209,33,1.33
7213,32,0.36
7213,35,1.84
7214,32,1.44
1270,3,2.67
1270,16,1.68
1270,31,1.34
1278,27,0.17
1278,29,2.19
1280,4,21.99
1280,6,31.42
1280,25,1.17
1293,5,13.22
1293,14,2.67
1293,15,4.37
1296,2,16.54
1301,5,9.87
1301,10,12.35
1301,56,0.67
1301,57,0.17
1304,3,5.52
1304,38,21.19
1309,14,0.17
1309,15,0.17
1309,17,1.84
1310,2,44.44
1310,3,24.41
1310,4,26.69
1310,6,48.81
1310,11,3.67
1310,12,0.5
1310,14,18.01
1310,15,27.39
1310,37,2.52
1310,47,5.01
1310,56,3.5
1310,57,4.83
1310,58,3.68
1310,70,9.35
1310,71,5.74
1310,72,6.64
1311,4,5.87
1311,6,19.22
1311,25,1.17
1319,5,1
1323,6,39.11
1323,14,11
1323,15,8.4
1323,25,0.83
1323,27,7.5
1323,29,5.83
1323,56,1.17
1324,1,0.17
1324,2,26.73
1324,3,24.57
1324,4,19.81
1324,5,61.42
1324,6,61.18
1324,11,3.33
1324,12,4.34
1324,14,7.34
1324,15,9.58
1324,19,6.53
1324,29,0.18
1324,37,0.34
1324,47,0.17
1324,56,0.5
1324,58,0.17
1324,71,0.34
1324,72,1.19
1324,75,5.7
1325,2,1.67
1325,5,3.51
1325,10,0.17
1325,28,1.5
1326,4,0.84
1329,2,9.02
1333,5,11.05
1333,10,0.5
1341,22,3.51
1343,4,24.67
1343,10,0.17
1350,6,26.41
1350,14,7.67
1350,15,11.59
1350,25,0.17
1350,27,2.67
1350,29,0.73
1350,37,1.01
1350,56,0.33
1350,57,1.33
1354,2,2.17
1358,10,47.07
1358,27,1.33
1358,28,55.02
1358,81,2.33
1379,2,2.84
1379,28,3.17
1380,17,0.17
1382,6,22.56
1382,14,9.5
1382,15,13.11
1382,56,0.17
1382,57,0.5
1386,38,9.08
1388,3,17.22
1388,37,1.68
1388,38,8.91
1391,3,3.01
1392,6,34.93
1392,14,12.84
1392,15,12.6
1392,27,2.83
1392,37,2.68
1392,56,3.17
1392,57,2.33
1394,4,3.52
1394,27,1
1394,56,0.17
1394,57,0.67
1397,2,4.51
1397,5,4.52
1397,10,0.5
1397,28,3.17
1397,81,0.33
1398,3,11.2
1398,38,5.38
1404,2,13.2
1404,5,2.18
1410,22,2.84
1412,6,5.52
1412,14,1.17
1412,15,0.67
1412,27,2
1412,37,0.17
1412,56,0.67
1420,17,1.33
1420,34,0.5
1427,4,2.01
1427,56,0.33
1427,57,0.17
1435,4,8.9
1435,27,9
1435,56,0.67
1437,5,0.67
1447,3,1.67
1447,38,14.12
1462,5,9.21
1462,14,4.5
1462,15,11.93
1472,3,5.52
1472,4,10.57
1472,10,4.17
1474,5,8.2
1474,14,5
1474,15,3.02
1478,3,17.55
1478,16,1.34
1478,31,1
1480,3,9.53
1480,4,6.38
1480,10,6.51
1480,38,9.42
1481,6,20.06
1482,5,7.2
1482,14,8.5
1482,15,10.42
1484,38,12.78
1486,3,19.73
1486,4,11.92
1486,38,6.22
1486,56,21.83
1486,57,13.17
1488,6,30.59
1488,14,17.34
1488,15,13.11
1488,25,0.17
1488,56,5.5
1488,57,1.83
1494,6,7.02
1494,14,1.33
1494,15,2.52
1494,27,2
1494,29,3.1
1494,37,0.34
1494,56,0.33
1495,2,30.91
1495,5,27.62
1499,4,5.37
1499,10,1.5
1504,2,17.71
1504,28,8.17
1505,3,7.52
1505,4,8.9
1505,10,0.67
1505,38,1.01
1509,3,7.02
1509,4,5.37
1509,10,0.67
1509,38,8.24
1513,6,14.54
1513,14,0.67
1513,15,0.67
1513,27,0.17
1513,29,0.55
1513,37,0.17
1513,56,0.17
1518,5,5.02
1518,10,0.33
1518,56,0.5
1518,57,0.33
1519,38,0.34
1521,81,4.5
1526,3,7.52
1526,4,8.9
1526,10,4.01
1530,3,33.77
1530,4,32.23
1530,10,12.19
1530,38,31.78
1533,2,6.01
1536,3,16.55
1536,4,12.59
1536,10,4.17
1536,38,20.51
1538,4,15.95
1538,10,4.01
1542,3,2.01
1542,38,8.24
1555,17,3.17
1555,34,1.18
1558,2,16.71
1558,3,9.19
1558,4,9.9
1558,6,17.05
1558,11,0.17
1558,12,1.33
1558,14,5.34
1558,15,5.38
1558,37,0.84
1558,47,1.67
1558,56,1.67
1558,57,1.33
1558,58,2.18
1558,70,2.34
1558,71,1.52
1558,72,2.72
1559,3,2.84
1559,4,3.19
1559,10,0.67
1559,38,1.51
1561,2,3.84
1561,22,17.06
1561,28,1.17
1565,6,14.54
1565,14,1.33
1565,15,0.34
1565,27,0.17
1565,56,0.17
1566,38,3.7
1575,4,8.9
1575,10,0.67
1577,2,0.17
1579,6,42.12
1579,14,3
1579,15,2.02
1579,25,1
1579,27,2.17
1579,37,0.67
1579,56,1
1579,57,0.17
1585,4,5.54
1585,27,1.33
1585,56,0.83
1585,57,0.33
1595,2,0.17
1595,5,1
1595,10,0.17
1598,5,1.67
1598,10,5.17
1605,4,9.9
1615,3,2.67
1615,4,3.36
1615,10,0.67
1615,38,1.01
1618,6,29.59
1618,14,16.34
1618,15,18.82
1618,25,1
1618,27,0.5
1618,29,0.18
1618,37,0.84
1624,27,1.83
1628,3,2.51
1628,37,0.17
1628,38,2.35
1635,27,0.33
1635,57,0.17
1636,2,36.76
1636,5,23.1
1636,10,35.89
1636,27,0.5
1636,28,53.69
1643,3,3.68
1643,37,0.17
1643,38,1.01
1645,3,1.84
1645,4,6.71
1645,10,0.33
1650,6,35.1
1650,14,10.67
1650,15,18.15
1650,27,3.83
1650,29,3.83
1650,37,1.17
1650,56,0.33
1650,57,0.5
1659,4,2.69
1659,10,0.17
1660,6,20.39
1660,14,11.84
1660,15,9.91
1660,27,4
1660,37,2.18
1660,56,0.83
1660,57,1
1664,2,12.7
1664,5,3.35
1664,10,15.86
1664,28,20.51
1664,81,1.33
1675,5,10.21
1675,10,0.33
1675,27,15.33
1682,3,16.38
1682,37,1.01
1682,38,4.54
1689,3,14.54
1689,4,11.92
1689,10,2
1689,38,3.7
1690,38,4.2
1692,2,7.18
1692,28,11.34
1695,3,1
1704,5,5.02
1704,10,14.52
1704,27,7.33
1707,2,6.85
1707,28,2.67
1710,3,35.61
1710,37,5.54
1710,38,9.42
1712,3,7.02
1712,37,1.01
1715,2,0.67
1715,28,0.33
1717,2,2
1717,28,0.33
1720,3,5.52
1720,4,4.87
1720,10,3.34
1720,38,13.96
1725,38,0.17
1730,6,28.75
1730,14,11.67
1730,15,14.62
1730,27,3.33
1730,37,1.85
1730,56,3.5
1730,57,2
1737,3,27.25
1737,4,22.66
1737,38,25.73
1748,5,11.21
1748,14,5.67
1748,15,4.2
1750,3,16.22
1750,4,18.97
1750,10,4.84
1750,38,28.75
1751,5,1
1751,15,0.17
1751,17,1.17
1751,34,0.17
1753,3,1.84
1753,37,0.5
1757,6,1.17
1759,2,0.33
1759,22,1.34
1762,4,4.7
1762,10,2.17
1766,27,4.67
1766,56,0.17
1766,57,0.33
1767,2,3.34
1774,4,12.92
1777,4,24.51
1780,5,1.67
1780,10,4.84
1784,3,9.7
1784,38,32.45
1785,3,0.33
1785,16,1.68
1786,3,6.52
1786,16,0.84
1786,31,0.17
1787,1,1.84
1787,2,34.42
1787,3,29.09
1787,4,20.81
1787,5,29.12
1787,6,69.7
1787,11,4.17
1787,12,0.5
1787,14,14.51
1787,15,20.33
1787,19,10.54
1787,25,1.17
1787,27,7
1787,29,2.92
1787,37,1.51
1787,47,15.2
1787,56,17
1787,57,16.33
1787,58,11.21
1787,70,7.52
1787,71,22.96
1787,72,20.77
1787,75,68.52
1790,5,38.16
1790,27,0.33
1790,47,1.17
1790,75,6.87
1798,2,2
1798,5,2.18
1798,10,5.17
1798,27,0.33
1798,28,8.34
1805,6,1.17
1805,14,0.17
1805,15,0.34
1805,27,0.17
1805,29,0.36
1805,57,0.33
1809,3,1.84
1809,16,1.17
1809,31,0.33
1812,5,5.36
1812,10,10.18
1812,27,3.67
1813,3,0.84
1813,38,0.67
1823,3,43.13
1823,4,22.83
1823,38,20.51
1830,3,2.01
1830,4,9.57
1830,10,4.17
1830,37,0.34
1831,2,4.01
1831,5,6.69
1831,10,0.67
1831,28,2.17
1831,81,1
1834,2,35.92
1834,5,15.06
1834,10,41.73
1834,27,0.83
1834,28,56.69
1834,81,9.34
1838,2,50.12
1839,3,12.7
1839,4,10.07
1839,38,4.37
1842,5,3.18
1842,14,5.67
1842,15,3.86
1843,5,0.33
1843,10,0.17
1846,6,13.87
1846,14,9.84
1846,15,10.42
1846,56,0.67
1846,57,0.5
1847,27,0.17
1847,29,0.36
1852,4,1.34
1855,5,0.67
1855,14,0.33
1855,15,0.17
1870,56,3.17
1870,57,2.83
1872,1,1.34
1872,11,0.33
1872,12,26.36
1872,19,14.73
1873,17,2.34
1873,34,0.17
1877,2,2
1877,22,0.67
1878,3,28.92
1878,4,25.01
1878,10,9.18
1878,38,33.46
1883,6,15.04
1883,14,1.67
1883,15,2.02
1883,27,1.33
1883,37,1.85
1883,57,0.17
1886,5,1.17
1886,14,2.17
1886,15,5.88
1886,17,0.67
1886,34,0.34
1887,3,2.01
1887,38,0.17
1890,3,8.53
1890,16,0.84
1890,31,0.5
1890,38,5.21
1892,2,9.69
1892,5,31.97
1892,10,25.04
1892,27,0.5
1892,28,37.02
1895,4,4.2
1895,17,5.01
1895,20,4.84
1895,21,2.84
1895,27,0.67
1895,56,0.5
1898,3,23.24
1898,37,1.68
1898,38,6.73
1901,3,0.17
1901,4,1.17
1905,3,0.33
1905,38,1.01
1910,3,2.01
1910,38,16.14
1913,5,5.02
1913,14,1.67
1913,15,1.01
1922,2,16.54
1922,28,14.01
1923,2,3.84
1923,28,1.17
1927,6,17.88
1927,14,1
1927,15,1.51
1927,27,0.33
1927,37,1.51
1927,56,0.17
1928,3,4.68
1928,37,0.5
